Serial,Source,commodity,date,sentence,polarity,subjectivity,Sentiment_Type
10342,Money Control,silver,28.10.2013,"Silvermic prices on MCX were trading firm on Monday. Silvermic prices have moved up Rs 9270, or 22.07 percent in the February series so far.",-0.05,0.7,Negative
10344,Money Control,silver,28.10.2013,"Silverm prices on MCX were trading firm. MCX Silverm February contract was trading at Rs 51350 up Rs 214, or 0.42 percent.",-0.2,0.4,Negative
10349,Money Control,silver,28.10.2013,"Silver prices on MCX were trading flat on Monday. MCX Silver March contract was trading at Rs 51127 up Rs 26, or 0.05 percent.",-0.025,0.125,Negative
10357,Money Control,silver,25.10.2013,"Silvermic prices on MCX slipped more that 1.5 percent on Friday. MCX Silvermic February contract was trading at Rs 50765 down Rs 791, or 1.53 percent.",0.172222222,0.394444444,Positive
10359,Money Control,silver,25.10.2013,"Silver prices on MCX declined. MCX Silver March contract was trading at Rs 50878 down Rs 650, or 1.26 percent.",-0.155555556,0.288888889,Negative
10362,Money Control,silver,25.10.2013,"Silverm prices on MCX were trading lower. MCX Silverm February contract was trading at Rs 51408 down Rs 145, or 0.28 percent.",-0.155555556,0.288888889,Negative
10370,Money Control,silver,24.10.2013,"Silvermic prices on MCX gained. MCX Silvermic February contract was trading at Rs 51500 up Rs 304, or 0.59 percent.",0,0,Neutral
10373,Money Control,silver,24.10.2013,"Silver prices on MCX were trading with marginal gains. MCX Silver March contract was trading at Rs 51326 up Rs 150, or 0.29 percent.",0,0,Neutral
10379,Money Control,silver,24.10.2013,"Ventura has come out with its special technical report on MCX Silver. According to the research firm, one can buy MCX Silver December above Rs 50,200 for the target of Rs 54,500-56,000 with a stoploss of Rs 47,800.",0.039285714,0.292857143,Positive
10380,Money Control,silver,24.10.2013,"Silverm prices on MCX gained. MCX Silverm February contract was trading at Rs 51374 up Rs 177, or 0.35 percent.",0,0,Neutral
10388,Money Control,silver,23.10.2013,"Silvermic prices on MCX were trading flat. MCX Silvermic February contract was trading at Rs 51186 down Rs 19, or 0.04 percent.",-0.090277778,0.206944444,Negative
10390,Money Control,silver,23.10.2013,Silver futures decline after Tuesday's rally,0,0,Neutral
10393,Money Control,silver,23.10.2013,"Silver prices on MCX were trading higher. MCX Silver March contract was trading at Rs 51390 up Rs 197, or 0.38 percent.",0.25,0.5,Positive
10398,Money Control,silver,22.10.2013,"Silver prices on MCX declined. MCX Silver March contract was trading at Rs 50106 down Rs 364, or 0.72 percent.",-0.155555556,0.288888889,Negative
10401,Money Control,silver,22.10.2013,"Silverm prices on MCX slipped. MCX Silverm February contract was trading at Rs 50305 down Rs 167, or 0.33 percent.",-0.155555556,0.288888889,Negative
10405,Money Control,silver,22.10.2013,"Silvermic prices on MCX were trading lower. MCX Silvermic February contract was trading at Rs 50284 down Rs 192, or 0.38 percent.",-0.155555556,0.288888889,Negative
10410,Money Control,silver,21.10.2013,"Silvermic prices on MCX were trading higher on Monday. Silvermic prices have moved up Rs 8010, or 19.07 percent in the February series so far.",0.175,0.75,Positive
10412,Money Control,silver,21.10.2013,"Silver prices on MCX were trading higher. MCX Silver March contract was trading at Rs 50200 up Rs 719, or 1.45 percent.",0.25,0.5,Positive
10419,Money Control,silver,21.10.2013,"Silverm prices were trading higher on MCX. Silverm prices have moved up Rs 8237, or 19.68 percent in the February series so far.",0.175,0.75,Positive
10424,Money Control,silver,18.10.2013,"Silvermic prices on MCX were trading higher. MCX Silvermic February contract was trading at Rs 49605 up Rs 184, or 0.37 percent.",0.25,0.5,Positive
10426,Money Control,silver,18.10.2013,"Silver prices on MCX advanced. MCX Silver March contract was trading at Rs 49536 up Rs 141, or 0.29 percent.",0.4,0.6,Positive
10430,Money Control,silver,18.10.2013,"Silverm prices on MCX were trading with marginal loss. MCX Silverm February contract was trading at Rs 49179 down Rs 241, or 0.49 percent.",-0.155555556,0.288888889,Negative
10436,Money Control,silver,17.10.2013,"Silverm prices on MCX gained. MCX Silverm February contract was trading at Rs 49266 up Rs 589, or 1.21 percent.",0,0,Neutral
10438,Money Control,silver,17.10.2013,"Silvermic prices on MCX gained. MCX Silvermic April contract was trading at Rs 50271 up Rs 834, or 1.69 percent.",0,0,Neutral
10440,Money Control,silver,17.10.2013,"Nirmal Bang has come out with its report on metals and energy. According to the research firm, Silver prices are expected to trade sideways from Rs 48000 to Rs 46700. One can sell on rise around Rs 47700 - 47800 with a stop loss above Rs 48300.",-0.1,0.3,Negative
10443,Money Control,silver,17.10.2013,"Silver prices on MCX declined. MCX Silver March contract was trading at Rs 48298 down Rs 356, or 0.73 percent.",-0.155555556,0.288888889,Negative
10456,Money Control,silver,15.10.2013,"Silvermic prices on MCX declined. MCX Silvermic February contract was trading at Rs 47740 down Rs 936, or 1.92 percent.",-0.155555556,0.288888889,Negative
10458,Money Control,silver,15.10.2013,"Silverm prices on MCX were trading lower. MCX Silverm February contract was trading at Rs 47938 down Rs 750, or 1.54 percent.",-0.155555556,0.288888889,Negative
10460,Money Control,silver,15.10.2013,Silver futures tumble 2% on U.S. debt deal progress,0,0,Neutral
10461,Money Control,silver,15.10.2013,"Silver prices on MCX slipped. MCX Silver March contract was trading at Rs 48373 down Rs 302, or 0.62 percent.",-0.155555556,0.288888889,Negative
10467,Money Control,silver,14.10.2013,"Silverm prices on MCX were trading higher. MCX Silverm February contract was trading at Rs 48777 up Rs 595, or 1.23 percent.",0.25,0.5,Positive
10470,Money Control,silver,14.10.2013,"Fortune Financial Services has come out with its report on precious metals. According to the research firm, one can sell Silver M November at Rs 48200-48500 for target price of Rs 44800 with a stop loss above Rs 49200.",0.075,0.375,Positive
10472,Money Control,silver,14.10.2013,"Silvermic prices on MCX advanced. MCX Silvermic April contract was trading at Rs 49699 up Rs 526, or 1.07 percent.",0.4,0.6,Positive
10476,Money Control,silver,14.10.2013,"Silver prices on MCX were trading mixed on Monday. MCX Silver March contract was trading at Rs 48217 up Rs 73, or 0.15 percent.",0,0.25,Neutral
10484,Money Control,silver,11.10.2013,"Silvermic prices on MCX slipped. MCX Silvermic February contract was trading at Rs 48780 down Rs 770, or 1.55 percent.",-0.155555556,0.288888889,Negative
10487,Money Control,silver,11.10.2013,"Silvermic prices on MCX declined more than 1 percent. MCX Silvermic February contract was trading at Rs 48847 down Rs 703, or 1.42 percent.",0.172222222,0.394444444,Positive
10492,Money Control,silver,11.10.2013,"Silverm prices on MCX were trading lower. MCX Silverm February contract was trading at Rs 49147 down Rs 392, or 0.79 percent.",-0.155555556,0.288888889,Negative
10501,Money Control,silver,10.10.2013,"Geojit Comtrade has come out with its report on metals and energy. According to the research firm, one can sell MCX Silver December around Rs 49000 levels with a stop loss above Rs 50000 for target of Rs 47800.",-0.1,0.25,Negative
10503,Money Control,silver,10.10.2013,"Silvermic prices on MCX were trading lower. MCX Silvermic April contract was trading at Rs 50949 down Rs 143, or 0.28 percent.",-0.155555556,0.288888889,Negative
10506,Money Control,silver,10.10.2013,"Silverm prices on MCX declined. MCX Silverm February contract was trading at Rs 49894 down Rs 296, or 0.59 percent.",-0.155555556,0.288888889,Negative
10508,Money Control,silver,10.10.2013,"Silver futures edge lower on Fed minutes, U.S. debt ceiling hopes",0,0,Neutral
10511,Money Control,silver,10.10.2013,"Silver prices on MCX slipped. MCX Silver March contract was trading at Rs 50046 down Rs 154, or 0.31 percent.",-0.155555556,0.288888889,Negative
10514,Money Control,silver,09.10.2013,"Silver prices on MCX declined more than 1 percent. MCX Silver March contract was trading at Rs 50440 down Rs 672, or 1.31 percent.",0.172222222,0.394444444,Positive
10516,Money Control,silver,09.10.2013,"Silvermic prices on MCX declined. MCX Silvermic February contract was trading at Rs 50736 down Rs 355, or 0.69 percent.",-0.155555556,0.288888889,Negative
10517,Money Control,silver,09.10.2013,"Silver declines amid budget deadlock, Yellen news",0,0,Neutral
10521,Money Control,silver,09.10.2013,"Silverm prices on MCX slipped. MCX Silverm February contract was trading at Rs 50949 down Rs 139, or 0.27 percent.",-0.155555556,0.288888889,Negative
10528,Money Control,silver,08.10.2013,"Silvermic prices on MCX were trading flat. MCX Silvermic February contract was trading at Rs 50778 up Rs 9, or 0.02 percent.",-0.025,0.125,Negative
10531,Money Control,silver,08.10.2013,"Silver prices on MCX were trading lower. MCX Silver March contract was trading at Rs 50660 down Rs 115, or 0.23 percent.",-0.155555556,0.288888889,Negative
10532,Money Control,silver,08.10.2013,Silver futures trade near 3-week high as U.S. shutdown drags on,0.13,0.47,Positive
10537,Money Control,silver,08.10.2013,"Silverm prices on MCX were trading lower. MCX Silverm February contract was trading at Rs 50670 down Rs 103, or 0.20 percent.",-0.155555556,0.288888889,Negative
10544,Money Control,silver,07.10.2013,"Silverm prices were trading higher on MCX. Silverm prices have moved up Rs 7864, or 18.79 percent in the February series so far.",0.175,0.75,Positive
10547,Money Control,silver,07.10.2013,"Silver prices on MCX advanced. MCX Silver March contract was trading at Rs 49618 up Rs 272, or 0.55 percent.",0.4,0.6,Positive
10549,Money Control,silver,07.10.2013,Silver futures fluctuate amid U.S. fiscal uncertainty,0,0,Neutral
10552,Money Control,silver,07.10.2013,"Silvermic prices were trading higher on MCX. Silvermic prices have moved up Rs 7758, or 18.47 percent in the February series so far.",0.175,0.75,Positive
10563,Money Control,silver,04.10.2013,"Silvermic prices on MCX slipped. MCX Silvermic February contract was trading at Rs 49231 down Rs 573, or 1.15 percent.",-0.155555556,0.288888889,Negative
10567,Money Control,silver,04.10.2013,"Silverm prices on MCX slipped. MCX Silverm February contract was trading at Rs 49301 down Rs 499, or 1 percent.",-0.155555556,0.288888889,Negative
10572,Money Control,silver,03.10.2013,"Silvermic prices were trading higher on MCX. Silvermic prices have moved up Rs 7367, or 17.54 percent in the February series so far.",0.175,0.75,Positive
10574,Money Control,silver,03.10.2013,"Silverm prices on MCX advanced. MCX Silverm February contract was trading at Rs 49400 up Rs 401, or 0.82 percent.",0.4,0.6,Positive
10578,Money Control,silver,03.10.2013,"Silver prices on MCX gained. MCX Silver May contract was trading at Rs 50432 up Rs 1032, or 2.09 percent.",0,0,Neutral
10591,Money Control,silver,01.10.2013,"Silverm prices on MCX were trading with marginal loss. MCX Silverm February contract was trading at Rs 50215 down Rs 39, or 0.08 percent.",-0.155555556,0.288888889,Negative
10593,Money Control,silver,01.10.2013,"Silvermic prices were trading lower on MCX. Silvermic prices have moved down Rs 6066, or 10.62 percent in the April series so far.",-0.027777778,0.644444444,Negative
10594,Money Control,silver,01.10.2013,Silver futures rise as U.S. government begins shutdown,0,0,Neutral
10599,Money Control,silver,01.10.2013,"Silver prices on MCX slipped. MCX Silver March contract was trading at Rs 50108 down Rs 156, or 0.31 percent.",-0.155555556,0.288888889,Negative
10608,Money Control,silver,30.09.2013,"Silver prices on MCX were trading lower. MCX Silver March contract was trading at Rs 50309 down Rs 462, or 0.91 percent.",-0.155555556,0.288888889,Negative
10609,Money Control,silver,30.09.2013,"Silver fluctuates amid U.S. budget uncertainty, Italy political woes",0,0.1,Neutral
10611,Money Control,silver,30.09.2013,"Silverm prices on MCX were trading with a loss of nearly 1 percent. MCX Silverm February contract was trading at Rs 50446 down Rs 370, or 0.73 percent. The Silverm rate touched an intraday high of Rs 50642 and an intraday low of Rs 49800. So far 100 contracts have been traded.",0.040888889,0.505777778,Positive
10618,Money Control,silver,27.09.2013,"SILVERMIC prices on MCX advanced. MCX Silvermic April contract was trading at Rs 50959 up Rs 421, or 0.83 percent.",0.4,0.6,Positive
10620,Money Control,silver,27.09.2013,"Silverm prices on MCX were trading lower. MCX Silverm February contract was trading at Rs 49596 down Rs 181, or 0.36 percent.",-0.155555556,0.288888889,Negative
10622,Money Control,silver,27.09.2013,"According to Sushil Finance, spot Silver prices are expected to trade on the negative note on the back of weak economic data from the globe. in the Indian Markets, appreciation in the Indian Rupee may add downside pressure on the prices, says the report.",-0.115,0.325,Negative
10624,Money Control,silver,27.09.2013,"Silver prices on MCX were trading lower on Friday. MCX Silver March contract was trading at Rs 49376 down Rs 376, or 0.76 percent.",-0.155555556,0.288888889,Negative
10630,Money Control,silver,26.09.2013,"Silvermic prices on MCX declined. MCX Silvermic February contract was trading at Rs 50204 down Rs 99, or 0.20 percent.",-0.155555556,0.288888889,Negative
10634,Money Control,silver,26.09.2013,"Silver prices on MCX slipped. MCX Silver March contract was trading at Rs 50016 down Rs 275, or 0.55 percent.",-0.155555556,0.288888889,Negative
10640,Money Control,silver,25.09.2013,"Silvermic prices on MCX were trading flat on Wednesday. MCX Silvermic February contract was trading at Rs 50230 down Rs 51, or 0.10 percent.",-0.090277778,0.206944444,Negative
10643,Money Control,silver,25.09.2013,"Dani Commodities has come out with its report on metals and energy. According to the research firm, one can buy MCX Silver at Rs 49050 with a stop loss of Rs 48900 for target price of Rs 49450.",-0.2,0.4,Negative
10644,Money Control,silver,25.09.2013,"Silverm prices on MCX slipped. MCX Silverm February contract was trading at Rs 50040 down Rs 257, or 0.51 percent.",-0.155555556,0.288888889,Negative
10647,Money Control,silver,25.09.2013,"Silverm prices on MCX were trading flat. MCX Silverm February contract was trading at Rs 50250 down Rs 47, or 0.09 percent.",-0.090277778,0.206944444,Negative
10651,Money Control,silver,24.09.2013,"Silvermic prices on MCX were trading lower on Tuesday. MCX Silvermic February contract was trading at Rs 49853 down Rs 674, or 1.33 percent.",-0.155555556,0.288888889,Negative
10652,Money Control,silver,24.09.2013,"Silver prices on MCX slipped. MCX Silver March contract was trading at Rs 49860 down Rs 615, or 1.22 percent.",-0.155555556,0.288888889,Negative
10656,Money Control,silver,24.09.2013,"Silverm prices on MCX slipped. MCX Silverm February contract was trading at Rs 50400 down Rs 141, or 0.28 percent.",-0.155555556,0.288888889,Negative
10668,Money Control,silver,23.09.2013,"Silverm prices on MCX were trading lower with marginal loss. MCX Silverm February contract was trading at Rs 50150 down Rs 289, or 0.57 percent.",-0.155555556,0.288888889,Negative
10670,Money Control,silver,23.09.2013,"Silvermic prices on MCX slipped. MCX Silvermic April contract was trading at Rs 51023 down Rs 457, or 0.89 percent.",-0.155555556,0.288888889,Negative
10675,Money Control,silver,23.09.2013,"Silvermic prices on MCX declined. MCX Silvermic February contract was trading at Rs 49700 down Rs 761, or 1.51 percent.",-0.155555556,0.288888889,Negative
10684,Money Control,silver,20.09.2013,"Silvermic prices on MCX declined. MCX Silvermic February contract was trading at Rs 52040 down Rs 827, or 1.56 percent.",-0.155555556,0.288888889,Negative
10686,Money Control,silver,20.09.2013,Nirmal Bang has come out with its report on commodities. According to the research firm Silver prices are expected to test 52800 -53000 on higher end for intraday one can long around 51400 with a stop loss below 50800. Profit taking expected at 53000.,-0.04,0.42,Negative
10687,Money Control,silver,20.09.2013,"Silverm prices on MCX were trading lower. MCX Silverm February contract was trading at Rs 51826 down Rs 1037, or 1.96 percent.",-0.155555556,0.288888889,Negative
10689,Money Control,silver,20.09.2013,"Silver prices slipped nearly 1 percent on MCX. MCX Silver March contract was trading at Rs 52484 down Rs 392, or 0.74 percent.",-0.027777778,0.344444444,Negative
10696,Money Control,silver,19.09.2013,"Silver prices advanced on MCX. MCX Silver March contract was trading at Rs 52229 up Rs 1530, or 3.02 percent.",0.4,0.6,Positive
10697,Money Control,silver,19.09.2013,"Silvermic prices gained on the MCX. Silvermic prices have moved up Rs 10123, or 24.10 percent in the February series so far.",0.1,1,Positive
10700,Money Control,silver,19.09.2013,"Silverm prices were trading higher on MCX. MCX Silverm February contract was trading at Rs 52400 up Rs 1693, or 3.34 percent.",0.25,0.5,Positive
10707,Money Control,silver,18.09.2013,"Silverm prices on MCX fell nearly 1 percent. MCX Silverm February contract was trading at Rs 50070 down Rs 444, or 0.88 percent.",-0.027777778,0.344444444,Negative
10710,Money Control,silver,18.09.2013,Silver futures trade at 5-week low amid Fed taper expectations,0,0.3,Neutral
10713,Money Control,silver,18.09.2013,"Silver prices on MCX declined. MCX Silver March contract was trading at Rs 49760 down Rs 740, or 1.47 percent.",-0.155555556,0.288888889,Negative
10720,Money Control,silver,17.09.2013,"Silvermic prices on MCX were trading higher. MCX Silvermic February contract was trading at Rs 51091 up Rs 105, or 0.21 percent.",0.25,0.5,Positive
10722,Money Control,silver,17.09.2013,"Silvermic prices on MCX gained. MCX Silvermic February contract was trading at Rs 51155 up Rs 169, or 0.33 percent.",0,0,Neutral
10730,Money Control,silver,17.09.2013,"Silverm prices were trading higher on MCX. Silverm prices have moved up Rs 9346, or 22.33 percent in the February series so far.",0.175,0.75,Positive
10735,Money Control,silver,16.09.2013,"Silvermic prices on MCX slipped. MCX Silvermic February contract was trading at Rs 50465 down Rs 1387, or 2.67 percent.",-0.155555556,0.288888889,Negative
10738,Money Control,silver,16.09.2013,"Silverm prices on MCX slipped. MCX Silverm February contract was trading at Rs 50150 down Rs 1675, or 3.23 percent.",-0.155555556,0.288888889,Negative
10739,Money Control,silver,16.09.2013,Silver futures climb 1% as Summers withdraws from Fed chair race,0,0,Neutral
10741,Money Control,silver,16.09.2013,"Silver prices were trading lower on MCX. The MCX Silver March contract was trading at Rs 50825 down Rs 922, or 1.78 percent.",-0.155555556,0.288888889,Negative
10748,Money Control,silver,13.09.2013,"Silvermic prices on MCX slipped. MCX Silvermic February contract was trading at Rs 50725 down Rs 1010, or 1.95 percent.",-0.155555556,0.288888889,Negative
10750,Money Control,silver,13.09.2013,"Silver prices on MCX declined more than 2 percent. MCX Silver March contract was trading at Rs 50544 down Rs 1144, or 2.21 percent.",0.172222222,0.394444444,Positive
10754,Money Control,silver,13.09.2013,"Silverm prices on MCX were trading lower on Friday. MCX Silverm February contract was trading at Rs 51105 down Rs 642, or 1.24 percent.",-0.155555556,0.288888889,Negative
10764,Money Control,silver,12.09.2013,"Silvermic prices were trading lower on MCX. The MCX Silvermic February contract was trading at Rs 53056 down Rs 633, or 1.18 percent.",-0.155555556,0.288888889,Negative
10766,Money Control,silver,12.09.2013,"Silverm prices were trading lower on MCX. The MCX Silverm February contract was trading at Rs 52906 down Rs 794, or 1.48 percent.",-0.155555556,0.288888889,Negative
10767,Money Control,silver,12.09.2013,Silver futures plunge 2% to hit 3-week low on Fed taper fears,0,0.3,Neutral
10771,Money Control,silver,12.09.2013,"Silver prices were trading lower on the MCX. The MCX Silver March contract was trading at Rs 53389 down Rs 266, or 0.50 percent.",-0.155555556,0.288888889,Negative
10778,Money Control,silver,11.09.2013,"Silver prices on MCX were trading firm. MCX Silver March contract was trading at Rs 53605 up Rs 139, or 0.26 percent.",-0.2,0.4,Negative
10782,Money Control,silver,11.09.2013,"Silvermic prices were trading flat on the MCX. Silvermic prices have moved up Rs 11500, or 27.38 percent in the February series so far.",0.0375,0.5625,Positive
10783,Money Control,silver,11.09.2013,Silver futures rebound from 3-week low with Syria in focus,0,0.3,Neutral
10786,Money Control,silver,11.09.2013,"Silverm prices gained on the MCX. Silverm prices have moved up Rs 12128, or 28.98 percent in the February series so far.",0.1,1,Positive
10794,Money Control,silver,10.09.2013,"Silverm prices on MCX plunged. MCX Silverm November contract was trading at Rs 53140 down Rs 984, or 1.82 percent.",-0.155555556,0.288888889,Negative
10797,Money Control,silver,10.09.2013,"Silvermic prices on MCX were trading lower on Tuesday. MCX Silvermic February contract was trading at Rs 54202 down Rs 1155, or 2.09 percent.",-0.155555556,0.288888889,Negative
10803,Money Control,silver,10.09.2013,"Silver prices on MCX slipped. MCX Silver March contract was trading at Rs 54740 down Rs 576, or 1.04 percent.",-0.155555556,0.288888889,Negative
10815,Money Control,silver,06.09.2013,"MCX SILVERM February contract was trading at Rs 55075 down Rs 823, or 1.47 percent. The SILVERM rate touched an intraday high of Rs 56113 and an intraday low of Rs 54786.",0.001481481,0.376296296,Positive
10817,Money Control,silver,06.09.2013,"MCX SILVER March contract was trading at Rs 55400 down Rs 495, or 0.89 percent. The SILVER rate touched an intraday high of Rs 56060 and an intraday low of Rs 55400.",0.001481481,0.376296296,Positive
10824,Money Control,silver,05.09.2013,"Silver prices on MCX gained. MCX Silver December contract was trading at Rs 55339 up Rs 349, or 0.63 percent.",0,0,Neutral
10827,Money Control,silver,05.09.2013,"Silvermic prices were trading lower on MCX. MCX Silvermic February contract was trading at Rs 55925 down Rs 289, or 0.51 percent.",-0.155555556,0.288888889,Negative
10830,Money Control,silver,05.09.2013,"Silverm prices on MCX slipped. MCX Silverm February contract was trading at Rs 55751 down Rs 448, or 0.80 percent.",-0.155555556,0.288888889,Negative
10838,Money Control,silver,04.09.2013,"Silverm prices on MCX declined. MCX Silverm February contract was trading at Rs 57811 down Rs 2631, or 4.35 percent.",-0.155555556,0.288888889,Negative
10842,Money Control,silver,04.09.2013,"Silvermic prices on MCX were trading lower. MCX Silvermic February contract was trading at Rs 58091 down Rs 2352, or 3.89 percent.",-0.155555556,0.288888889,Negative
10852,Money Control,silver,04.09.2013,"Silver prices were trading lower on MCX. The MCX Silver December contract was trading at Rs 56815 down Rs 2418, or 4.08 percent.",-0.155555556,0.288888889,Negative
10861,Money Control,silver,03.09.2013,"Silverm prices on MCX were trading higher. MCX Silverm February contract was trading at Rs 59638 up Rs 1410, or 2.42 percent.",0.25,0.5,Positive
10864,Money Control,silver,03.09.2013,"Silvermic prices on MCX advanced. MCX Silvermic April contract was trading at Rs 60539 up Rs 1948, or 3.32 percent.",0.4,0.6,Positive
10865,Money Control,silver,03.09.2013,Silver futures rally more than 2% on global recovery hopes,0.25,0.25,Positive
10872,Money Control,silver,03.09.2013,"Silver prices on MCX were trading flat. MCX Silver December contract was trading at Rs 56990 down Rs 83, or 0.15 percent.",-0.090277778,0.206944444,Negative
10878,Money Control,silver,02.09.2013,"Silverm prices on MCX gained. MCX Silverm February contract was trading at Rs 56961 up Rs 674, or 1.20 percent.",0,0,Neutral
10882,Money Control,silver,02.09.2013,"Silver prices on MCX gained. MCX Silver December contract was trading at Rs 55967 up Rs 707, or 1.28 percent.",0,0,Neutral
10883,Money Control,silver,02.09.2013,Silver futures recover from early losses to rally 3%,0.1,0.3,Positive
10890,Money Control,silver,02.09.2013,"Silvermic prices were trading lower on MCX. MCX Silvermic February contract was trading at Rs 56224 down Rs 91, or 0.16 percent.",-0.155555556,0.288888889,Negative
10899,Money Control,silver,30.08.2013,"Silver prices slipped on the MCX. MCX Silver December contract was trading at Rs 55597 down Rs 1733, or 3.02 percent.",-0.155555556,0.288888889,Negative
10902,Money Control,silver,30.08.2013,"Silvermic prices were trading lower on MCX. MCX Silvermic November contract was trading at Rs 55630 down Rs 1724, or 3.01 percent.",-0.155555556,0.288888889,Negative
10909,Money Control,silver,30.08.2013,"Silverm prices were trading lower on MCX. MCX Silverm February contract was trading at Rs 57256 down Rs 1189, or 2.03 percent.",-0.155555556,0.288888889,Negative
10913,Money Control,silver,29.08.2013,"Silver prices on MCX were trading lower. MCX Silver December contract was trading at Rs 57160 down Rs 213, or 0.37 percent.",-0.155555556,0.288888889,Negative
10915,Money Control,silver,29.08.2013,"Silverm prices on MCX were trading lower. MCX Silverm November contract was trading at Rs 57010 down Rs 340, or 0.59 percent.",-0.155555556,0.288888889,Negative
10918,Money Control,silver,29.08.2013,"Silvermic prices gained on MCX on Thursday. MCX Silvermic November contract was trading at Rs 57626 up Rs 302, or 0.53 percent.",0,0,Neutral
10924,Money Control,silver,29.08.2013,"Prices of silver gained on MCX on Thursday. MCX Silver December contract was trading at Rs 57713 up Rs 340, or 0.59 percent.",0,0,Neutral
10931,Money Control,silver,28.08.2013,"Silvermic prices on MCX advanced on Wednesday. MCX Silvermic November contract was trading at Rs 59669 up Rs 1106, or 1.89 percent.",0.4,0.6,Positive
10936,Money Control,silver,28.08.2013,"On Wednesday silverm prices were trading higher on MCX. MCX Silverm February contract was trading at Rs 61146 up Rs 1685, or 2.83 percent.",0.25,0.5,Positive
10952,Money Control,silver,27.08.2013,"Silvermic rates gained on the MCX. MCX Silvermic February contract was trading at Rs 57330 up Rs 1675, or 3.01 percent.",0,0,Neutral
10955,Money Control,silver,27.08.2013,"Silverm prices on MCX were trading lower. MCX Silverm February contract was trading at Rs 57470 up Rs 1791, or 3.22 percent.",0,0,Neutral
10960,Money Control,silver,27.08.2013,"Silver prices on MCX were trading higher on Tuesday. At 11:06 hrs MCX Silver December contract was trading at Rs 55914 up Rs 1083, or 1.98 percent.",0.25,0.5,Positive
10966,Money Control,silver,26.08.2013,"Silvermic prices on MCX gained. MCX Silvermic November contract was trading at Rs 55001 up Rs 516, or 0.95 percent.",0,0,Neutral
10970,Money Control,silver,26.08.2013,"Silver prices on MCX were trading higher. MCX Silver December contract was trading at Rs 54750 up Rs 289, or 0.53 percent.",0.25,0.5,Positive
10974,Money Control,silver,26.08.2013,"Silverm prices on MCX gained. MCX Silverm November contract was trading at Rs 55020 up Rs 528, or 0.97 percent.",0,0,Neutral
10982,Money Control,silver,23.08.2013,"Silverm prices on MCX were trading higher on Friday. MCX Silverm November contract was trading at Rs 52750 up Rs 435, or 0.83 percent.",0.25,0.5,Positive
10990,Money Control,silver,23.08.2013,"Silvermic prices on MCX gained on Friday. At 10:52 hrs MCX Silvermic February contract was trading at Rs 53450 up Rs 309, or 0.58 percent.",0,0,Neutral
10998,Money Control,silver,22.08.2013,"Silvermic prices on MCX were trading mixed. MCX Silvermic November contract was trading at Rs 52731 up Rs 120, or 0.23 percent.",0,0.25,Neutral
11001,Money Control,silver,22.08.2013,"Silverm prices on MCX advanced. MCX Silverm November contract was trading at Rs 53044 up Rs 447, or 0.85 percent.",0.4,0.6,Positive
11002,Money Control,silver,22.08.2013,"On Thursday, silver prices declined on MCX. MCX Silver December contract was trading at Rs 52449 down Rs 129, or 0.25 percent.",-0.155555556,0.288888889,Negative
11012,Money Control,silver,21.08.2013,"Silvermic prices on MCX were trading higher. MCX Silvermic November contract was trading at Rs 52447 up Rs 635, or 1.23 percent.",0.25,0.5,Positive
11016,Money Control,silver,21.08.2013,"Silverm prices on MCX were trading flat. MCX Silverm February contract was trading at Rs 52900 down Rs 40, or 0.08 percent.",-0.090277778,0.206944444,Negative
11021,Money Control,silver,21.08.2013,"Silver prices on MCX declined. At 11:13 hrs MCX Silver December contract was trading at Rs 51509 down Rs 245, or 0.47 percent.",-0.155555556,0.288888889,Negative
11026,Money Control,silver,20.08.2013,"Silverm prices on MCX were trading lower. MCX Silverm November contract was trading at Rs 51769 down Rs 884, or 1.68 percent.",-0.155555556,0.288888889,Negative
11030,Money Control,silver,20.08.2013,"Silvermic prices on MCX were trading lower. hrs MCX Silvermic August contract was trading at Rs 49785 down Rs 1444, or 2.82 percent.",-0.155555556,0.288888889,Negative
11034,Money Control,silver,20.08.2013,"Silver prices on MCX declined. MCX Silver December contract was trading at Rs 52180 down Rs 463, or 0.88 percent.",-0.155555556,0.288888889,Negative
11042,Money Control,silver,19.08.2013,"Silver prices on MCX advanced. MCX Silver December contract was trading at Rs 52301 up Rs 203, or 0.39 percent.",0.4,0.6,Positive
11047,Money Control,silver,19.08.2013,"Silverm prices on MCX were trading lower. MCX Silverm November contract was trading at Rs 52030 down Rs 100, or 0.19 percent.",-0.155555556,0.288888889,Negative
11057,Money Control,silver,19.08.2013,"On Monday Silvermic prices on MCX were trading with marginal gains. MCX Silvermic November contract was trading at Rs 52300 up Rs 170, or 0.33 percent.",0,0,Neutral
11066,Money Control,silver,16.08.2013,"On Friday Silvermic prices on MCX were trading higher. MCX Silvermic November contract was trading at Rs 50720 up Rs 2709, or 5.64 percent.",0.25,0.5,Positive
11068,Money Control,silver,16.08.2013,"Silverm prices on MCX were trading higher today. MCX Silverm February contract was trading at Rs 51564 up Rs 2806, or 5.75 percent.",0.25,0.5,Positive
11071,Money Control,silver,16.08.2013,"Nirmal Bang has come out with its report on netals and energy. According to the research firm, Silver prices are expected to edge higher till 50700 - 51000. One can buy on dips.",-0.016666667,0.433333333,Negative
