Serial,Source,Commodity,Date,Sentence,Polarity,Subjectivity,Sentiment_Type
4967,Money Control,gold,25.01.2016,Gold prices gain in Asia as investors eye easier global monetary policy,0,0,Neutral
4971,Money Control,gold,22.01.2016,"Gold inches down, as major Central Banks offer hints of further stimulus",-0.023263889,0.384722222,Negative
4975,Money Control,gold,22.01.2016,"Gold holds steady, stronger dollar weighs",0.166666667,0.5,Positive
4977,Money Control,gold,22.01.2016,Watch the interview of Hitesh Jain of IIFL with Ekta Batra and Latha Venkatesh on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
4979,Money Control,gold,22.01.2016,Watch the interview of Kunal Shah of Nirmal Bang Commodities with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
4980,Money Control,gold,22.01.2016,"Spot gold was off 0.2 percent at USD 1,099.20 an ounce by 0049 GMT. But bullion was still up around 1 percent for the week after touching a 1-1/2-week peak of USD 1,109.20 on Wednesday.",0.5,0.5,Positive
4981,Money Control,gold,22.01.2016,Gold prices gain modestly in Asia as global economic outlook dims,0.1,0.366666667,Positive
4982,Money Control,gold,21.01.2016,"Global equity markets are off to a bad start to 2016 largely because oil's dramatic fall is confusing investors, Goldman Sachs President and COO Gary Cohn said Thursday.",-0.243809524,0.419047619,Negative
4984,Money Control,gold,21.01.2016,Gold slides to session lows as dollar soars on Draghi remarks,0,0,Neutral
4985,Money Control,gold,21.01.2016,"Spot gold touched a 1-1/2-week high of $1,109.20 an ounce on Wednesday as tumbling equities and oil prices burnished bullion's safe-haven draw.",0.16,0.54,Positive
4986,Money Control,gold,21.01.2016,"Gold edges lower but holds above $1,100 ahead of U.S. data, ECB",0,0.1,Neutral
4988,Money Control,gold,21.01.2016,Watch the interview of Ravindra Rao of Anand Rathi Commodities with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
4989,Money Control,gold,21.01.2016,"According to Sushil Finance, expect gold prices to trade negative on the back of profit booking after sharp up-move in prices.",-0.141666667,0.383333333,Negative
4990,Money Control,gold,21.01.2016,"Spot gold was off 0.2 percent at USD 1,099.40 an ounce by 0039 GMT, after touching USD 1,109.20 on Wednesday, its highest since January 8.",0.5,0.5,Positive
4992,Money Control,gold,20.01.2016,"Gold climbs above $1,100 after soft U.S. inflation data",0.05,0.225,Positive
4994,Money Control,gold,20.01.2016,"According to Sushil Finance, expect gold prices to trade negative on the back of profit booking after sharp up-move in prices.",-0.141666667,0.383333333,Negative
4995,Money Control,gold,20.01.2016,"According o Angel Commodities MCX, gold prices are expected to trade higher as international markets are up by half a percent.",-0.004166667,0.266666667,Negative
4997,Money Control,gold,20.01.2016,"Watch the interview of Aurobinda Prasad Gayan, Vice President - Research at Kotak Commodities with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.",0,0.4,Neutral
4999,Money Control,gold,20.01.2016,"Spot gold was up 0.2 percent at USD 1,088.66 an ounce by 0035 GMT. The metal, while supported by a weaker appetite for risky assets, has faced resistance at around USD 1,090 with some analysts attributing this to slow Asian physical demand.",-0.1,0.180952381,Negative
5002,Money Control,gold,19.01.2016,Gold futures inch lower as global stocks rally on China stimulus hopes,0,0,Neutral
5006,Money Control,gold,19.01.2016,Watch the interview of T Gnanasekar of CommTrendz Research & Fund Management with Latha Venkatesh & Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5008,Money Control,gold,19.01.2016,"Spot gold was little changed at USD 1,089.20 an ounce by 0035 GMT, after a lethargic session on Monday with US markets shut for the Martin Luther King holiday.",-0.1875,0.5,Negative
5010,Money Control,gold,18.01.2016,Gold prices struggle to find solid direction with U.S. markets closed,-0.05,0.1,Negative
5011,Money Control,gold,18.01.2016,"Globally, gold edged higher as crude oil prices slid to 12-year lows and European stocks fell on persistent worries about global growth, prompting investors to seek assets considered a safe store of value.",0.008333333,0.333333333,Positive
5012,Money Control,gold,18.01.2016,"Gold futures struggle for direction with dollar, global stocks in focus",0,0,Neutral
5013,Money Control,gold,18.01.2016,"According to Sushil Finance, expect gold prices to trade positive on the back of China‘s growth concerns.",0.113636364,0.272727273,Positive
5014,Money Control,gold,18.01.2016,"US retail sales fell in December along with industrial production, the latest indication that economic growth braked sharply in the fourth quarter. Oil prices slid to the lowest since 2003.",0.14375,0.4625,Positive
5015,Money Control,gold,18.01.2016,"According o Angel Commodities MCX, gold prices are expected to trade lower today, Growth and optimism in the US economy, low investment demand and profit booking at higher levels will exert downside pressure on gold prices.",0.05,0.4,Positive
5018,Money Control,gold,18.01.2016,Gold prices edge up in Asia on views of cautious Fed,0,0,Neutral
5019,Money Control,gold,16.01.2016,"Silver too recovered and reclaimed the Rs 34,000-mark by rising Rs 220 to Rs 34,015 per kg on increased offtake by industrial units and coin makers. A weaker rupee, which plunged to hit fresh 28-month low of 67.59 against the dollar yesterday that made imports costlier also supported the upside in gold prices.",0.15,0.4,Positive
5024,Money Control,gold,15.01.2016,"The second tranche of sovereign gold bonds and the pricing has been made more attractive as compared to the first tranche when the issue price was Rs 2,684 per gram.",0.3875,0.458333333,Positive
5027,Money Control,gold,15.01.2016,"At the Multi Commodity Exchange, gold for delivery in February was trading higher by Rs 85, or 0.33 percent, at Rs 25,722 per 10 gram, in a business turnover of 782 lots.",0.25,0.5,Positive
5028,Money Control,gold,15.01.2016,"Watch the interview of Himanshu Gupta, Sr Research Analyst of Karvy Comtrade with Reema Tendulkar & Nigel D'Souza on CNBC-TV18. He spoke about the current trend in commodities markets.",0,0.4,Neutral
5029,Money Control,gold,15.01.2016,"According to Sushil Finance, expect gold prices to trade positive on the back of China‘s growth concerns.",0.113636364,0.272727273,Positive
5030,Money Control,gold,15.01.2016,Watch the interview of Kishore Narne of Motilal Oswal Commodity Broker with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5031,Money Control,gold,15.01.2016,"Spot gold slid 0.1 percent to USD 1,076.88 an ounce by 0007 GMT while US gold futures gained 0.3 percent to USD 1,076.8.",0,0,Neutral
5033,Money Control,gold,15.01.2016,Gold gains in early Asia on rebound after sharp overnight drop,-0.0125,0.525,Negative
5034,Money Control,gold,14.01.2016,"Gold falls sharply amid uptick in U.S. jobless claims, China rally",-0.125,0.75,Negative
5037,Money Control,gold,14.01.2016,"Gold prices gain in Asia on safe-haven demand, rebound from overnight",0,0,Neutral
5038,Money Control,gold,14.01.2016,US stocks sold off sharply and a brief rally in beaten-down oil prices stalled after US data added to concerns about an over supplied energy market.,-0.0625,0.541666667,Negative
5041,Money Control,gold,13.01.2016,Gold falls to 1-week low as sentiment recovers,0,0.3,Neutral
5045,Money Control,gold,13.01.2016,Watch the interview of Naveen Mathur of Angel Commodities with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5047,Money Control,gold,12.01.2016,"Gold falls sharply amid China stabilization, Fed rate hike concerns",-0.125,0.75,Negative
5050,Money Control,gold,12.01.2016,Watch the interview of T Gnanasekar of Commtrendz Research & Fund Management with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5052,Money Control,gold,12.01.2016,"Spot gold firmed 0.2 percent to USD 1,095.6 an ounce by 0037 GMT, while US gold futures GCcv1 eased 0.1 percent to USD 1,095.2.",0,0,Neutral
5054,Money Control,gold,12.01.2016,"Gold prices fall in Asia on profit-taking, China data in focus",0,0,Neutral
5055,Money Control,gold,11.01.2016,"Gold relatively flat, as China and Middle East concerns remain in focus",-0.0125,0.0625,Negative
5057,Money Control,gold,11.01.2016,Gold ticks up as China turbulence supports safe-haven demand,0,0,Neutral
5061,Money Control,gold,11.01.2016,Watch the interview of T Gnanasekar of Commtrendz Research & Fund Management with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5062,Money Control,gold,11.01.2016,Watch the interview of Ravindra Rao of Anand Rathi Commodities with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5063,Money Control,gold,11.01.2016,Asian share markets swept lower after Wall Street suffered its worst starting week in history and doubts over Beijing's economic competence sent investors into the arms of the safe-haven yen and sovereign bonds.,-0.2,0.325,Negative
5066,Money Control,gold,11.01.2016,"Gold prices gain in Asia on economic, political turmoil, copper down",0.014814815,0.196296296,Positive
5068,Money Control,gold,10.01.2016,Gold / Silver / Copper futures - weekly outlook: January 11 - 15,0,0,Neutral
5069,Money Control,gold,09.01.2016,"Silver followed suit and recovered to close higher on increased offtake by industrial units and coin makers. In the global market, the precious metal once again topped the USD 1,100 an ounce mark.",0.25,0.5,Positive
5070,Money Control,gold,09.01.2016,"Futures of global oil benchmark Brent and US West Texas Intermediate (WTI) crude seesawed through the day, settling slightly lower after stock prices on Wall Street gave up their earlier strength. The two benchmarks hit 12-year lows earlier in the week after China's stock market crash roiled global markets.",-0.144444444,0.361111111,Negative
5071,Money Control,gold,08.01.2016,"Gold retreats from 9-week high amid strong U.S. jobs gains, China rally",0.296666667,0.636666667,Positive
5072,Money Control,gold,08.01.2016,"Bullion ended its biggest four-day rally in almost a year as Chinese authorities suspended a controversial circuit breaker system, set a higher yuan reference rate and directed state - controlled funds to buy shares.",0.266666667,0.483333333,Positive
5073,Money Control,gold,08.01.2016,"Traders said besides a firm global trend where gold rallied to a two-month high in yesterday's trade, increased buying by jewellers at the domestic spot markets to meet rising demand, mainly lifted the precious metal to over two-month highs.",0.104444444,0.395555556,Positive
5074,Money Control,gold,08.01.2016,"Fast-forward five months and in some parts of the world the forecast has already proved correct. Canadian physical crude has been selling this week at below USD 20 per barrel, less than it costs to extract and transport. Traders in the options market, meanwhile, are taking protection against prices falling below USD 25.",-0.288888889,0.403174603,Negative
5075,Money Control,gold,08.01.2016,"Watch the interview of Himanshu Gupta, Senior Research Analyst at Karvy Comtrade with Nigel D‘Souza & Reema Tendulkar on CNBC-TV18. He spoke about the current trend in commodities markets.",0,0.4,Neutral
5076,Money Control,gold,08.01.2016,Watch the interview of Naveen Mathur of Angel Commodities with Anuj Singhal and Ekta Batra on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5077,Money Control,gold,08.01.2016,Watch the interview of Kishore Narne of Motilal Oswal Commodity with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5079,Money Control,gold,08.01.2016,Gold prices down in Asia with Shanghai shares up at the break,-0.155555556,0.288888889,Negative
5080,Money Control,gold,08.01.2016,"Spot gold prices rose for a fifth successive day on Thursday, with bullion up about 4 percent since the start of the year. Prices topped $1,100 an ounce for the first time in nine weeks as the dollar fell after concerns over the Chinese economy hit global stocks.",0.2125,0.320833333,Positive
5081,Money Control,gold,08.01.2016,China's stock markets were suspended less than half an hour after opening on Thursday after sharp falls triggered a new circuit-breaking mechanism for a second time since its introduction this week.,-0.064393939,0.287575758,Negative
5082,Money Control,gold,07.01.2016,Gold continued to rise at the domestic bullion market here today due to sustained buying interest from jewellery stockists and retailers on the back of firm overseas trends.,-0.08125,0.21875,Negative
5084,Money Control,gold,07.01.2016,Safe haven demand buoys gold futures to 9-week high,0.33,0.52,Positive
5086,Money Control,gold,07.01.2016,Gold jumps to 9-week high amid global stock market meltdown,0.08,0.27,Positive
5088,Money Control,gold,07.01.2016,Watch the interview of Ashish Shah of Sushil Finance with Latha Venkatesh and Reema Tendulkar on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5089,Money Control,gold,07.01.2016,"Spot gold had eased 0.1 percent to USD 1,092.90 an ounce by 0043 GMT. But it wasn't far from USD 1,095.30 reached on Wednesday, its highest since Nov. 16.",0.1,1,Positive
5090,Money Control,gold,07.01.2016,Gold prices dip in Asia as Fed minutes come in along expected lines,-0.1,0.4,Negative
5091,Money Control,gold,06.01.2016,"Gold surges 1%, as North Korea rattles markets with nuclear test",0,0,Neutral
5092,Money Control,gold,06.01.2016,"The metal has broken through a key chart level at USD 1,088, which could indicate prices have bottomed for now after twice rebounding from the USD 1,045 area in December, analysts said.",-0.2,0.7,Negative
5096,Money Control,gold,06.01.2016,Watch the interview of Ravindra V Rao of Anand Rathi with Reema Tendulkar & Nigel D'Souza on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5097,Money Control,gold,06.01.2016,"At the Multi Commodity Exchange, gold for delivery in February was trading higher by Rs 65, or 0.26 percent, to Rs 25,453 per 10 gram, in a business turnover of 275 lots.",0.25,0.5,Positive
5100,Money Control,gold,06.01.2016,"Gold prices dip in Asia with China economy, Middle East tension eyed",0,0,Neutral
5103,Money Control,gold,05.01.2016,Gold holds near 4-week high amid safe-haven demand,0.13,0.47,Positive
5105,Money Control,gold,05.01.2016,"Silver followed suit and edged higher by Rs 75 to Rs 33,700 per kg on increased offtake from industrial units and coin makers.",0.25,0.5,Positive
5106,Money Control,gold,05.01.2016,Watch the interview of Kunal Shah of Nirmal Bang Commodities with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5107,Money Control,gold,05.01.2016,Watch the interview of T Gnanasekar of Commtrendz Research with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5111,Money Control,gold,04.01.2016,Gold spikes 1% as Saudi Arabia-Iran tensions flare up,0,0,Neutral
5113,Money Control,gold,04.01.2016,Watch the interview of T Gnanasekar of CommTrendz Research & Fund Management with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5114,Money Control,gold,04.01.2016,"At Multi Commodity Exchange, gold for delivery in February was trading Rs 88 or 0.35 percent higher at Rs 25,050 per 10 gram in business turnover of 293 lots. The metal for delivery in far-month April also moved up by Rs 79 or 0.32 percent to Rs 25,146 per 10 gram in a turnover of six lots.",0.25,0.5,Positive
5115,Money Control,gold,04.01.2016,"Watch the interview of Ravindra Rao, AVP-Commodity Research at Anand Rathi Commodities with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.",0,0.4,Neutral
5117,Money Control,gold,04.01.2016,"Spot gold was up 0.3 percent to USD 1,063.50 an ounce by 0043 GMT. US gold futures GCcv1 also rose 0.3 percent. Silver XAG= jumped nearly 1 percent to USD 13.91.",0.35,0.675,Positive
5118,Money Control,gold,04.01.2016,"Gold prices hold gains on Middle East tension, copper down on Caixin",-0.077777778,0.144444444,Negative
5120,Money Control,gold,01.01.2016,Traders said emergence of buying by jewellers and retailers mainly led to the recovery of gold prices.,0.166666667,0.333333333,Positive
5121,Money Control,gold,01.01.2016,Watch the interview of Himanshu Gupta of Karvy Comtrade with Reema Tendulkar & Nigel D'Souza on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5122,Money Control,gold,01.01.2016,Watch the interview of Naveen Mathur of Angel Commodities with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5126,Money Control,gold,31.12.2015,"Investors have sold off the metal, down about 10 percent for the year, on fears that higher US interest rates would dent the appeal of non-interest-paying bullion.",0.047222222,0.394444444,Positive
5127,Money Control,gold,31.12.2015,Watch the interview of Rupa Mehta of Smriti Commodities with Reema Tendulkar & Nigel D'Souza on CNBC-TV18. She spoke about the current trend in commodities markets.,0,0.4,Neutral
5128,Money Control,gold,31.12.2015,Gold on track to end 2015 with an 11% annual loss,0,0,Neutral
5130,Money Control,gold,31.12.2015,Watch the interview of Ravindra Rao of Anand Rathi Commodities with Anuj Singhal and Ekta Batra on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5131,Money Control,gold,31.12.2015,Watch the interview of Ashish Shah of Sushil Finance with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5137,Money Control,gold,30.12.2015,Watch the interview of Aurobinda Prasad Gayan of Kotak Commodities Services with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5139,Money Control,gold,30.12.2015,Watch the interview of Naveen Mathur of Angel Commodities with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5141,Money Control,gold,30.12.2015,"The precious metal has lost nearly 10 percent of its value this year, largely on fears that higher US interest rates would hurt demand for non-interest-paying bullion.",0.266071429,0.582142857,Positive
5142,Money Control,gold,29.12.2015,Gold little changed after U.S. consumer confidence report,-0.1875,0.5,Negative
5144,Money Control,gold,29.12.2015,Watch the interview of Himanshu Gupta of Karvy Comtrade with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5146,Money Control,gold,29.12.2015,"Watch the interview of Aurobinda Prasad Gayan, Vice President-Research at Kotak Commodities with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.",0,0.4,Neutral
5148,Money Control,gold,29.12.2015,"Spot gold was little changed at USD 1,070.05 an ounce by 0116 GMT, after losing 0.6 percent in the previous session. Volumes remained thin in the last trading week of the year.",-0.188541667,0.395833333,Negative
5152,Money Control,gold,28.12.2015,Gold drifts lower in post-Christmas trade,0,0,Neutral
5153,Money Control,gold,28.12.2015,Watch the interview of Kunal Shah of Nirmal Bang Commodities with Reema Tendulkar & Nigel D'Souza on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5156,Money Control,gold,28.12.2015,"Watch the interview of Ravindra Rao, AVP Commodity Research at Anand Rathi Commodities with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.",0,0.4,Neutral
5158,Money Control,gold,28.12.2015,"Oil prices fell after the long Christmas weekend, with international crude and product markets still well supplied in excess of demand. Gold is positively correlated to oil as the metal is seen as a hedge against petroleum-led inflation.",-0.130681818,0.486363636,Negative
5162,Money Control,gold,27.12.2015,Gold / Silver / Copper futures - weekly outlook: Dec. 28 - Jan. 1,0,0,Neutral
5163,Money Control,gold,26.12.2015,"In the national capital, gold of 99.9 percent and 99.5 percent purity advanced by Rs 15 each to Rs 25,690 and Rs 25,540 per 10 grams, respectively. It had gained Rs 125 yesterday. Sovereign, however, remained steady at Rs 22,200 per piece of eight grams.",0.188888889,0.4,Positive
5166,Money Control,gold,24.12.2015,"Spot gold rose 0.2 percent to USD 1,072.10 an ounce by 0037 GMT, after losing 0.7 percent in the last two sessions.",0.3,0.508333333,Positive
5167,Money Control,gold,23.12.2015,"Gold falls mildly amid solid U.S. income, inflation data in November",0.166666667,0.3,Positive
5169,Money Control,gold,23.12.2015,"Globally, gold steadied holding within a narrow range in thin pre-holiday European trade, as fresh strength in the dollar and stock markets kept it under pressure towards year-end.",-0.06,0.35,Negative
5171,Money Control,gold,23.12.2015,Gold little changed in light pre-holiday trade; U.S. data deluge ahead,0.10625,0.6,Positive
5172,Money Control,gold,23.12.2015,Watch the interview of Renisha Chainani of Edelweiss Financial Services with Reema Tendulkar & Nigel D'Souza on CNBC-TV18. She spoke about the current trend in commodities markets.,0,0.2,Neutral
5173,Money Control,gold,23.12.2015,Watch the interview of Aurobinda Prasad Gayan of Kotak Commodities with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5175,Money Control,gold,23.12.2015,Watch the interview of Naveen Mathur of Angel Commodities with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5176,Money Control,gold,23.12.2015,"Spot gold was little changed at USD 1,073.46 an ounce by 0040 GMT. The metal eased 0.6 percent on Tuesday, snapping a two-day rally.",-0.1875,0.5,Negative
5180,Money Control,gold,22.12.2015,"Globally, gold held on to its gains supported by the retreat in the dollar, though uncertainty over the pace of US interest rate increases capped gains.",0,0,Neutral
5182,Money Control,gold,22.12.2015,Gold's sharp 2-day rally comes to an end ahead of U.S. GDP data,-0.125,0.75,Negative
5184,Money Control,gold,22.12.2015,Watch the interview of Hitesh Jain of IIFL with Anuj Singhal and Ekta Batra on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5185,Money Control,gold,22.12.2015,Watch the interview of T Gnanasekar of Commtrendz Research & Fund Management with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5186,Money Control,gold,22.12.2015,"Spot gold was little changed at USD 1,077.60 an ounce by 0047 GMT, after gaining 2.5 percent in the last two sessions",-0.09375,0.283333333,Negative
5189,Money Control,gold,21.12.2015,"Globally, gold rose in European trade as uncertainty about how fast the Federal Reserve will tighten interest rates next year weighed on the dollar, while stronger European shares and a renewed slump in crude oil prices, which hit levels unseen since 2004, curbed gold's ascent.",0.014285714,0.364285714,Positive
5190,Money Control,gold,21.12.2015,"Watch the interview of Aurobinda Prasad Gayan, Vice President-Research of Kotak Commodities with Reema Tendulkar & Nigel D'Souza on CNBC-TV18. He spoke about the current trend in commodities markets.",0,0.4,Neutral
5191,Money Control,gold,21.12.2015,"According to Sushil Finance, expect gold prices to trade negative on the back of US FOMC statements.",-0.15,0.2,Negative
5192,Money Control,gold,21.12.2015,"Watch the interview of Ravindra Rao of Anand Rathi Commodities and David Lennox, Analyst at Fat Prophets with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. They spoke about the current trend in commodities markets.",0,0.4,Neutral
5193,Money Control,gold,21.12.2015,"The metal saw some safe-haven bids on Friday after global equity markets fell sharply as slumping oil prices raised concerns about slower growth, while the dollar slipped against the yen on views the Bank of Japan may not ease policy as much as expected.",-0.075,0.383333333,Negative
5194,Money Control,gold,21.12.2015,"Despite years of ultra-loose monetary policy, bullion has largely underperformed in a world of cheap central bank liquidity. The metal is poised to end 2015 with its third-consecutive year of losses, with the Fed indicating its interest rate tightening campaign will extend well into 2016.",0.204761905,0.45952381,Positive
5195,Money Control,gold,20.12.2015,Gold / Silver / Copper futures - weekly outlook: December 21 - 25,0,0,Neutral
5198,Money Control,gold,18.12.2015,Gold regains ground on softer dollar,0,0,Neutral
5199,Money Control,gold,18.12.2015,"Watch the interview of Kishore Narne, Associate Director-Head - Commodity & Currency, Motilal Oswal Commodity Broker Pvt Ltd with Latha Venkatesh & Reema Tendulkar on CNBC-TV18. He spoke about the current trend in commodities markets.",0,0.4,Neutral
5201,Money Control,gold,18.12.2015,"Spot gold ticked up 0.3 percent to USD 1,053.96 an ounce by 0051 GMT as the dollar eased on profit taking following sharp gains.",-0.0625,0.425,Negative
5202,Money Control,gold,18.12.2015,"Gold prices slightly up in early Asia, rebounding from overnight drop",0.1,0.3,Positive
5203,Money Control,gold,17.12.2015,"Gold plummets 2%, falling to near six-year lows in wake of Fed rate hike",0.1,0.4,Positive
5207,Money Control,gold,17.12.2015,Watch the interview of Rupa Mehta CEO & MD at Smriti Commodities with Reema Tendulkar & Nigel D'Souza on CNBC-TV18. She spoke about the current trend in commodities markets.,0,0.4,Neutral
5208,Money Control,gold,17.12.2015,Gold down 1% as dollar rises after Fed rate hike,-0.155555556,0.288888889,Negative
5209,Money Control,gold,17.12.2015,"Watch the interview of Ravindra Rao, AVP Commodity Research of Anand Rathi Commodities with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.",0,0.4,Neutral
5210,Money Control,gold,17.12.2015,Watch the interview of T Gnanasekar of CommTrendz Research & Fund Management with Latha Venkatesh & Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5211,Money Control,gold,17.12.2015,"The US central bank's policy-setting committee raised the range of its benchmark interest rate by a quarter of a percentage point, ending a lengthy debate about whether the economy was strong enough to withstand higher borrowing costs.",0.170833333,0.495833333,Positive
5213,Money Control,gold,16.12.2015,"During the first fortnight of this month, the tariff value on imported gold was fixed at USD 344 per 10 grams and on silver it was USD 461 per kg.",0.175,0.266666667,Positive
5214,Money Control,gold,16.12.2015,Watch the interview of Aurobinda Prasad Gayan of Kotak Commodities with Ekta Batra & Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5216,Money Control,gold,16.12.2015,"According to Sushil Finance, expect gold prices to trade negative ahead of US Fed‘s Dec 15-16 meeting.",-0.3,0.4,Negative
5217,Money Control,gold,16.12.2015,Watch the interview of Ashish Shah of Sushil Finance with Latha Venkatesh & Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5218,Money Control,gold,16.12.2015,"The Fed began a two-day meeting on Tuesday which is widely expected raise the central bank's target rate by 25 basis points, ending eight years of loose monetary policy. Higher rates would dent demand for non-interest-paying gold, while boosting the dollar. The Fed decision will be released on Wednesday at 1900 GMT.",0.018269231,0.354807692,Positive
5219,Money Control,gold,16.12.2015,Gold prices gain slightly in Asia ahead of Fed decision,-0.166666667,0.166666667,Negative
5226,Money Control,gold,15.12.2015,Gold struggles near 1-week low ahead of expected Fed rate hike,0,0.366666667,Neutral
5227,Money Control,gold,15.12.2015,Watch the interview of Kunal Shah of Nirmal Bang Commodities with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5229,Money Control,gold,15.12.2015,"According to Sushil Finance, expect gold prices to trade sideways ahead of US Fed‘s Dec 15-16 meeting",0,0,Neutral
5230,Money Control,gold,15.12.2015,Watch the interview of Aurobinda Prasad Gayan of Kotak Commodities with Latha Venkatesh and Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5231,Money Control,gold,15.12.2015,"The Federal Reserve will kick off its last policy meet of the year later on Tuesday. At the end of the two-day meet, the US central bank is widely expected to hike interest rates for the first time since June 2006.",0.03,0.21,Positive
5234,Money Control,gold,14.12.2015,Gold edges lower as markets prepare for Fed rate hike,0,0,Neutral
5237,Money Control,gold,14.12.2015,Gold under pressure as U.S. rate hike looms,0,0,Neutral
5239,Money Control,gold,14.12.2015,"Watch the interview of T Gnanasekar, Director of CommTrendz Research & Fund Management with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.",0,0.4,Neutral
5240,Money Control,gold,14.12.2015,Watch the interview of Ravindra Rao of Anand Rathi Commodities with Latha Venkatesh & Sonia Shenoy on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5241,Money Control,gold,14.12.2015,"Investors fear higher rates could dent demand for non-interest-paying bullion, while boosting the dollar. Gold has already slid 9 percent for the year, its third straight annual decline, in anticipation of a rate hike.",0.15,0.3,Positive
5243,Money Control,gold,14.12.2015,"Gold dips on Fed, copper down after Japan, China industrial looks",-0.155555556,0.288888889,Negative
5245,Money Control,gold,12.12.2015,A rate increase at the Federal Reserve's policy meeting on December 15-16 would be the first in nearly a decade and could dent demand for non-interest paying gold.,0.175,0.366666667,Positive
5247,Money Control,gold,11.12.2015,"Gold ticks up in range-bound trade, as investors await key Fed decision",0,1,Neutral
5250,Money Control,gold,11.12.2015,"Goldm prices on MCX were trading lower on Friday. MCX Goldm February contract was trading at Rs 25384 down Rs 43, or 0.17 percent.",-0.155555556,0.288888889,Negative
5253,Money Control,gold,11.12.2015,Watch the interview of Naveen Mathur of Angel Commodities with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.,0,0.4,Neutral
5255,Money Control,gold,11.12.2015,"Gold prices on MCX were trading lower on Friday. MCX Gold April contract was trading at Rs 25456 down Rs 70, or 0.27 percent.",-0.155555556,0.288888889,Negative
