code,name,description,refreshed_at,from_date,to_date
BF2016,"Brent Crude Oil Futures, January 2016, BF2016, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, January 2016, BF2016, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",29-01-2016 11:02,15-10-2015,28-01-2016
BF2017,"Brent Crude Oil Futures, January 2017, BF2017, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, January 2017, BF2017, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-02-2017 13:17,01-11-2016,02-02-2017
BG2014,"Brent Crude Oil Futures, February 2014, BG2014, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, February 2014, BG2014, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1.      Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",12-02-2014 16:19,02-01-2014,12-02-2014
BG2015,"Brent Crude Oil Futures, February 2015, BG2015, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, February 2015, BG2015, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",11-02-2015 11:11,01-12-2014,11-02-2015
BG2016,"Brent Crude Oil Futures, February 2016, BG2016, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, February 2016, BG2016, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",29-02-2016 11:02,13-11-2015,26-02-2016
BG2017,"Brent Crude Oil Futures, February 2017, BG2017, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, February 2017, BG2017, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-03-2017 22:01,23-11-2016,01-03-2017
BH2014,"Brent Crude Oil Futures, March 2014, BH2014, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, March 2014, BH2014, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1.      Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",13-03-2014 16:26,28-01-2014,13-03-2014
BH2016,"Brent Crude Oil Futures, March 2016, BH2016, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, March 2016, BH2016, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-03-2016 11:02,16-12-2015,30-03-2016
BH2017,"Brent Crude Oil Futures, March 2017, BH2017, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, March 2017, BH2017, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-03-2017 23:01,29-12-2016,30-03-2017
BJ2014,"Brent Crude Oil Futures, April 2014, BJ2014, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, April 2014, BJ2014, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1.      Open, High, Low and Close prices are in Indian Rupees. Volume and Prev. Day Open Interest are in Lots.",14-04-2014 17:11,28-01-2014,14-04-2014
BJ2016,"Brent Crude Oil Futures, April 2016, BJ2016, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, April 2016, BJ2016, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",29-04-2016 11:02,29-01-2016,28-04-2016
BJ2017,"Brent Crude Oil Futures, April 2017, BJ2017, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, April 2017, BJ2017, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",27-04-2017 23:01,31-01-2017,27-04-2017
BK2014,"Brent Crude Oil Futures, May 2014, BK2014, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, May 2014, BK2014, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1.      Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",14-05-2014 16:07,11-04-2014,14-05-2014
BK2015,"Brent Crude Oil Futures, May 2015, BK2015, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, May 2015, BK2015, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",13-05-2015 11:04,28-04-2015,13-05-2015
BK2016,"Brent Crude Oil Futures, May 2016, BK2016, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, May 2016, BK2016, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",25-05-2016 22:02,29-02-2016,25-05-2016
BK2017,"Brent Crude Oil Futures, May 2017, BK2017, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, May 2017, BK2017, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-06-2017 23:01,28-02-2017,01-06-2017
BM2014,"Brent Crude Oil Futures, June 2014, BM2014, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, June 2014, BM2014, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",12-06-2014 16:00,11-04-2014,12-06-2014
BM2016,"Brent Crude Oil Futures, June 2016, BM2016, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, June 2016, BM2016, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-07-2016 22:02,31-03-2016,01-07-2016
BM2017,"Brent Crude Oil Futures, June 2017, BM2017, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, June 2017, BM2017, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",29-06-2017 23:02,31-03-2017,29-06-2017
BN2014,"Brent Crude Oil Futures, July 2014, BN2014, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, July 2014, BN2014, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",15-07-2014 16:22,27-06-2014,15-07-2014
BN2016,"Brent Crude Oil Futures, July 2016, BN2016, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, July 2016, BN2016, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-08-2016 22:01,29-04-2016,01-08-2016
BQ2016,"Brent Crude Oil Futures, August 2016, BQ2016, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, August 2016, BQ2016, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-09-2016 22:01,31-05-2016,01-09-2016
BU2016,"Brent Crude Oil Futures, September 2016, BU2016, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, September 2016, BU2016, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",29-09-2016 22:02,30-06-2016,29-09-2016
BV2014,"Brent Crude Oil Futures, October 2014, BV2014, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, October 2014, BV2014, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",16-10-2014 01:50,05-09-2014,14-10-2014
BV2015,"Brent Crude Oil Futures, October 2015, BV2015, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, October 2015, BV2015, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",15-10-2015 15:38,29-09-2015,14-10-2015
BV2016,"Brent Crude Oil Futures, October 2016, BV2016, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, October 2016, BV2016, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-10-2016 22:02,29-07-2016,28-10-2016
BX2015,"Brent Crude Oil Futures, November 2015, BX2015, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, November 2015, BX2015, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",13-11-2015 21:02,29-09-2015,12-11-2015
BX2016,"Brent Crude Oil Futures, November 2016, BX2016, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, November 2016, BX2016, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-12-2016 20:03,31-08-2016,02-12-2016
BZ2013,"Brent Crude Oil Futures, December 2013, BZ2013, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, December 2013, BZ2013, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1.      Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",13-12-2013 16:23,04-12-2013,13-12-2013
BZ2015,"Brent Crude Oil Futures, December 2015, BZ2015, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, December 2015, BZ2015, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",16-12-2015 11:02,29-09-2015,15-12-2015
BZ2016,"Brent Crude Oil Futures, December 2016, BZ2016, MCX","Historical MCX Futures Prices: Brent Crude Oil Futures, December 2016, BZ2016, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",29-12-2016 15:20,30-09-2016,28-12-2016
CLF2014,"Crude Oil Futures, January 2014, CLF2014, MCX","Historical MCX Futures Prices: Crude Oil Futures, January 2014, CLF2014, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-01-2014 13:16,04-12-2013,20-01-2014
CLF2015,"Crude Oil Futures, January 2015, CLF2015, MCX","Historical MCX Futures Prices: Crude Oil Futures, January 2015, CLF2015, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",16-01-2015 22:11,06-10-2014,16-01-2015
CLF2016,"Crude Oil Futures, January 2016, CLF2016, MCX","Historical MCX Futures Prices: Crude Oil Futures, January 2016, CLF2016, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-01-2016 11:04,27-07-2015,19-01-2016
CLF2017,"Crude Oil Futures, January 2017, CLF2017, MCX","Historical MCX Futures Prices: Crude Oil Futures, January 2017, CLF2017, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-02-2017 13:17,20-07-2016,02-02-2017
CLF2018,"Crude Oil Futures, January 2018, CLF2018, MCX","Historical MCX Futures Prices: Crude Oil Futures, January 2018, CLF2018, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,20-07-2017,23-01-2018
CLF2019,"Crude Oil Futures, January 2019, CLF2019, MCX","Historical MCX Futures Prices: Crude Oil Futures, January 2019, CLF2019, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,20-07-2018,19-11-2018
CLG2014,"Crude Oil Futures, February 2014, CLG2014, MCX","Historical MCX Futures Prices: Crude Oil Futures, February 2014, CLG2014, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-02-2014 16:22,04-12-2013,19-02-2014
CLG2015,"Crude Oil Futures, February 2015, CLG2015, MCX","Historical MCX Futures Prices: Crude Oil Futures, February 2015, CLG2015, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-02-2015 11:11,08-10-2014,19-02-2015
CLG2016,"Crude Oil Futures, February 2016, CLG2016, MCX","Historical MCX Futures Prices: Crude Oil Futures, February 2016, CLG2016, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",22-02-2016 11:02,20-08-2015,19-02-2016
CLG2017,"Crude Oil Futures, February 2017, CLG2017, MCX","Historical MCX Futures Prices: Crude Oil Futures, February 2017, CLG2017, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-03-2017 22:01,22-08-2016,01-03-2017
CLG2018,"Crude Oil Futures, February 2018, CLG2018, MCX","Historical MCX Futures Prices: Crude Oil Futures, February 2018, CLG2018, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",16-02-2018 23:01,22-08-2017,16-02-2018
CLG2019,"Crude Oil Futures, February 2019, CLG2019, MCX","Historical MCX Futures Prices: Crude Oil Futures, February 2019, CLG2019, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,21-08-2018,19-11-2018
CLH2014,"Crude Oil Futures, March 2014, CLH2014, MCX","Historical MCX Futures Prices: Crude Oil Futures, March 2014, CLH2014, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-03-2014 16:16,04-12-2013,19-03-2014
CLH2015,"Crude Oil Futures, March 2015, CLH2015, MCX","Historical MCX Futures Prices: Crude Oil Futures, March 2015, CLH2015, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-03-2015 11:02,01-10-2014,19-03-2015
CLH2016,"Crude Oil Futures, March 2016, CLH2016, MCX","Historical MCX Futures Prices: Crude Oil Futures, March 2016, CLH2016, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",21-03-2016 11:02,22-09-2015,18-03-2016
CLH2017,"Crude Oil Futures, March 2017, CLH2017, MCX","Historical MCX Futures Prices: Crude Oil Futures, March 2017, CLH2017, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-03-2017 22:01,20-09-2016,20-03-2017
CLH2018,"Crude Oil Futures, March 2018, CLH2018, MCX","Historical MCX Futures Prices: Crude Oil Futures, March 2018, CLH2018, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-03-2018 23:01,20-09-2017,19-03-2018
CLH2019,"Crude Oil Futures, March 2019, CLH2019, MCX","Historical MCX Futures Prices: Crude Oil Futures, March 2019, CLH2019, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,20-09-2018,19-11-2018
CLJ2014,"Crude Oil Futures, April 2014, CLJ2014, MCX","Historical MCX Futures Prices: Crude Oil Futures, April 2014, CLJ2014, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Prev. Day Open Interest are in Lots.",21-04-2014 16:51,04-12-2013,21-04-2014
CLJ2015,"Crude Oil Futures, April 2015, CLJ2015, MCX","Historical MCX Futures Prices: Crude Oil Futures, April 2015, CLJ2015, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-04-2015 11:03,29-10-2014,20-04-2015
CLJ2016,"Crude Oil Futures, April 2016, CLJ2016, MCX","Historical MCX Futures Prices: Crude Oil Futures, April 2016, CLJ2016, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-04-2016 11:02,20-10-2015,19-04-2016
CLJ2017,"Crude Oil Futures, April 2017, CLJ2017, MCX","Historical MCX Futures Prices: Crude Oil Futures, April 2017, CLJ2017, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-04-2017 23:16,20-10-2016,19-04-2017
CLJ2018,"Crude Oil Futures, April 2018, CLJ2018, MCX","Historical MCX Futures Prices: Crude Oil Futures, April 2018, CLJ2018, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-04-2018 23:01,20-10-2017,19-04-2018
CLJ2019,"Crude Oil Futures, April 2019, CLJ2019, MCX","Historical MCX Futures Prices: Crude Oil Futures, April 2019, CLJ2019, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,22-10-2018,19-11-2018
CLK2014,"Crude Oil Futures, May 2014, CLK2014, MCX","Historical MCX Futures Prices: Crude Oil Futures, May 2014, CLK2014, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-05-2014 17:41,04-12-2013,19-05-2014
CLK2015,"Crude Oil Futures, May 2015, CLK2015, MCX","Historical MCX Futures Prices: Crude Oil Futures, May 2015, CLK2015, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",18-05-2015 11:02,21-11-2014,18-05-2015
CLK2016,"Crude Oil Futures, May 2016, CLK2016, MCX","Historical MCX Futures Prices: Crude Oil Futures, May 2016, CLK2016, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-05-2016 22:01,20-11-2015,19-05-2016
CLK2017,"Crude Oil Futures, May 2017, CLK2017, MCX","Historical MCX Futures Prices: Crude Oil Futures, May 2017, CLK2017, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-06-2017 23:01,21-11-2016,01-06-2017
CLK2018,"Crude Oil Futures, May 2018, CLK2018, MCX","Historical MCX Futures Prices: Crude Oil Futures, May 2018, CLK2018, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",21-05-2018 23:02,20-11-2017,21-05-2018
CLK2019,"Crude Oil Futures, May 2019, CLK2019, MCX","Historical MCX Futures Prices: Crude Oil Futures, May 2019, CLK2019, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,19-11-2018,19-11-2018
CLM2014,"Crude Oil Futures, June 2014, CLM2014, MCX","Historical MCX Futures Prices: Crude Oil Futures, June 2014, CLM2014, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-06-2014 15:54,20-12-2013,19-06-2014
CLM2015,"Crude Oil Futures, June 2015, CLM2015, MCX","Historical MCX Futures Prices: Crude Oil Futures, June 2015, CLM2015, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-06-2015 21:02,19-12-2014,19-06-2015
CLM2016,"Crude Oil Futures, June 2016, CLM2016, MCX","Historical MCX Futures Prices: Crude Oil Futures, June 2016, CLM2016, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-07-2016 22:02,21-12-2015,01-07-2016
CLM2017,"Crude Oil Futures, June 2017, CLM2017, MCX","Historical MCX Futures Prices: Crude Oil Futures, June 2017, CLM2017, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-06-2017 23:01,20-12-2016,19-06-2017
CLM2018,"Crude Oil Futures, June 2018, CLM2018, MCX","Historical MCX Futures Prices: Crude Oil Futures, June 2018, CLM2018, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-06-2018 23:00,19-12-2017,19-06-2018
CLN2014,"Crude Oil Futures, July 2014, CLN2014, MCX","Historical MCX Futures Prices: Crude Oil Futures, July 2014, CLN2014, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",21-07-2014 16:00,28-01-2014,21-07-2014
CLN2015,"Crude Oil Futures, July 2015, CLN2015, MCX","Historical MCX Futures Prices: Crude Oil Futures, July 2015, CLN2015, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-07-2015 11:02,29-01-2015,20-07-2015
CLN2016,"Crude Oil Futures, July 2016, CLN2016, MCX","Historical MCX Futures Prices: Crude Oil Futures, July 2016, CLN2016, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-08-2016 22:01,20-01-2016,01-08-2016
CLN2017,"Crude Oil Futures, July 2017, CLN2017, MCX","Historical MCX Futures Prices: Crude Oil Futures, July 2017, CLN2017, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-07-2017 23:01,20-01-2017,19-07-2017
CLN2018,"Crude Oil Futures, July 2018, CLN2018, MCX","Historical MCX Futures Prices: Crude Oil Futures, July 2018, CLN2018, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-07-2018 23:01,22-01-2018,19-07-2018
CLQ2014,"Crude Oil Futures, August 2014, CLQ2014, MCX","Historical MCX Futures Prices: Crude Oil Futures, August 2014, CLQ2014, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-08-2014 15:49,07-05-2014,19-08-2014
CLQ2015,"Crude Oil Futures, August 2015, CLQ2015, MCX","Historical MCX Futures Prices: Crude Oil Futures, August 2015, CLQ2015, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-08-2015 11:02,20-02-2015,19-08-2015
CLQ2016,"Crude Oil Futures, August 2016, CLQ2016, MCX","Historical MCX Futures Prices: Crude Oil Futures, August 2016, CLQ2016, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-09-2016 22:01,22-02-2016,01-09-2016
CLQ2017,"Crude Oil Futures, August 2017, CLQ2017, MCX","Historical MCX Futures Prices: Crude Oil Futures, August 2017, CLQ2017, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-09-2017 23:01,20-02-2017,01-09-2017
