Serial,Source,Commodity,Date,Sentence,Polarity,Subjectivity,Sentiment_Type
4629,Money Control,oil,13.03.2016,Crude oil futures - weekly outlook: March 14 - 18,-0.7,1,Negative
4630,Money Control,oil,11.03.2016,"Around 1200 GMT, US benchmark West Texas Intermediate (WTI) for delivery in April added 90 cents to trade at USD 38.74 a barrel.",0,0,Neutral
4631,Money Control,oil,11.03.2016,"""Even so, there are signs that prices might have bottomed out,"" the IEA said in its latest monthly report published on Friday echoing oil markets which have seen a recovery in recent weeks on the back of a weaker dollar which helps to fuel demand.",0.166666667,0.383333333,Positive
4635,Money Control,oil,11.03.2016,Questions over the proposed March 20 meeting emerged after Iran declined to agree to any output cap as it ramps up production following the lifting of nuclear-linked sanctions in January.,0,0.1,Neutral
4636,Money Control,oil,11.03.2016,"US West Texas Intermediate (WTI) crude futures were trading at USD38.11 per barrel at 0048 GMT, up 27 cents from their last close.",-0.35,0.533333333,Negative
4638,Money Control,oil,10.03.2016,Oil plunges on report output freeze meeting unlikely to happen,-0.5,0.5,Negative
4640,Money Control,oil,10.03.2016,Oil prices steady below 3-month highs as glut concerns linger,0.166666667,0.5,Positive
4644,Money Control,oil,10.03.2016,"Both main contracts soared yesterday, with US benchmark West Texas Intermediate hitting a more than three-month high and Brent breaking USD 41 after the US energy department report.",0.275555556,0.457777778,Positive
4648,Money Control,oil,09.03.2016,WTI oil futures extend rally after bullish weekly stockpile data,0,0,Neutral
4651,Money Control,oil,09.03.2016,Oil turns sharply higher as traders bet on bullish U.S. supply data,0.25,0.5,Positive
4657,Money Control,oil,09.03.2016,"Global oil and gas prices are likely to remain at current lows for several years, with oil dropping to USD 25 per barrel if Iranian production more than offsets supply cuts elsewhere, Moody's Investors Service said today.",0.1,0.38,Positive
4661,Money Control,oil,08.03.2016,Oil turns higher as bullish rally continues,0.25,0.5,Positive
4662,Money Control,oil,08.03.2016,"Oil prices jumped on Monday, with global benchmark Brent crude breaking above the vital USD 40-a-barrel level, a 50 percent price rise from January when prices hit a near 13-year low.",-0.083333333,0.366666667,Negative
4667,Money Control,oil,08.03.2016,"Brent hit its highest level since December, climbing USD 2.12, or 5.5 percent, to settle at USD 40.84 a barrel, while US crude rose USD 1.98, or 5.5 percent, to settle at USD 37.90.",-0.05,0.975,Negative
4670,Money Control,oil,07.03.2016,Brent oil prices approach $40 as rally continues,0,0,Neutral
4672,Money Control,oil,07.03.2016,"Prices rallied Friday, extending gains for the third successive week on the back of sliding US production. The US Labor Department reported that the world's top economy added a robust 242,000 jobs in February -- fuelling hopes for a pick-up in demand for oil, although the data also showed a drop in wages. ""There was a bit of a double-win.",0.166666667,0.166666667,Positive
4675,Money Control,oil,06.03.2016,Crude oil futures - weekly outlook: March 7 - 11,-0.7,1,Negative
4677,Money Control,oil,04.03.2016,The oil market is still oversupplied in the first half of 2016 after supply expanded 2.7 percent in 2015.,0.041666667,0.25,Positive
4680,Money Control,oil,04.03.2016,"According to Angel Commodities, oil prices are expected to trade higher as U.S. crude output fell for a third month in December to its lowest level since November 2014.",-0.1375,0.475,Negative
4685,Money Control,oil,04.03.2016,"While US crude inventories rose to a new record of 517.98 million barrels last week, output fell for the sixth straight week to 9.08 million barrels a day, according to data from the US Department of Energy's Energy Information Administration.",0.047272727,0.574242424,Positive
4688,Money Control,oil,03.03.2016,"Oil prices fall from 8-week highs, reduced output hopes limit losses",0,0,Neutral
4693,Money Control,oil,03.03.2016,"According to US Energy Information Administration (EIA) data, oil production fell to just over nine million barrels per day in the week to February 26 although inventories rose an expected 10.4 million.",0.25,0.675,Positive
4694,Money Control,oil,03.03.2016,"US West Texas Intermediate (WTI) crude futures were trading at USD 34.73 per barrel at 0229 GMT, up 7 cents from their last settlement.",-0.35,0.533333333,Negative
4698,Money Control,oil,02.03.2016,"Dan Yergin of IHS said: ""The message that we heard last week from the Saudi Minister, Ali Naimi was that they are not going to do it by themselves; so I think whats coming out of Moscow over the last 24 hours is particularly significant because now Vladamir Putin is on board.""",0.125,0.336111111,Positive
4701,Money Control,oil,02.03.2016,U.S. oil futures edge lower after API report shows huge supply build,0.4,0.9,Positive
4704,Money Control,oil,02.03.2016,"London Brent crude for May delivery was down 8 cents at USD 36.73 a barrel by 0117 GMT, after settling up 24 cents on Tuesday. The contract touched an intraday peak of USD 37.25 on Tuesday, the highest since January 5.",-0.427777778,0.644444444,Negative
4710,Money Control,oil,01.03.2016,"US West Texas Intermediate (WTI) crude futures were trading at USD 33.63 per barrel at 0122 GMT, down 12 cents cents from their last settlement. But they were still up 30 percent from February 11, when the contract hit a 2016-low of just over USD 26 a barrel, a level last seen in 2003.",-0.213888889,0.355555556,Negative
4716,Money Control,oil,29.02.2016,Oil futures edge lower but hopes for supply freeze limit losses,0,0,Neutral
4717,Money Control,oil,29.02.2016,US West Texas Intermediate (WTI) crude futures were up 14 cents at USD 32.92 a barrel after gaining over 15 percent the previous week.,-0.433333333,0.583333333,Negative
4719,Money Control,oil,29.02.2016,"A week after WTI crude oil fell to its lowest level in more than a decade, some oil industry stakeholders appear to be hard at work trying to find reasons why the worst is over for crude.",-0.438333333,0.808333333,Negative
4722,Money Control,oil,28.02.2016,Crude oil futures - weekly outlook: February 29 - March 4,-0.7,1,Negative
4724,Money Control,oil,27.02.2016,Traders said adequate stocks position against sporadic demand mainly kept prices at previous levels.,0.111111111,0.277777778,Positive
4725,Money Control,oil,26.02.2016,Oil hits 1-month highs but upside seen limited,-0.071428571,0.142857143,Negative
4727,Money Control,oil,26.02.2016,"The dip in prices came after oil markets rose late on Thursday on the back of strong US gasoline demand and what ANZ bank called a ""perennial hope that OPEC members can coordinate supply.""",0.183333333,0.570833333,Positive
4729,Money Control,oil,25.02.2016,WTI oil prices rise above $32 but glut concerns weigh,0,0.1,Neutral
4731,Money Control,oil,25.02.2016,Oil futures edge lower as supply glut concerns linger,0,0,Neutral
4733,Money Control,oil,25.02.2016,Prices rose the previous day as traders looked past an increase in US commercial crude inventories to a record high to a fall in stocks of refined products like gasoline.,-0.059444444,0.484444444,Negative
4736,Money Control,oil,25.02.2016,"U.S. stocks close higher, as oil bounce helps fuel late rally",-0.025,0.55,Negative
4740,Money Control,oil,24.02.2016,"Oil extends losses on Saudi remarks, bearish API report",0,0,Neutral
4741,Money Control,oil,24.02.2016,"Traders were cautious ahead of the release later today of data on US commercial crude stockpiles which have been rising for weeks, indicating softer demand in the world's top energy consumer.",-0.05,0.375,Negative
4743,Money Control,oil,24.02.2016,"The global rout of oil prices is taking its toll on the country's bottom line. The government has cut spending in its upcoming Budget and considered selling shares in Aramco, the state-run oil company.",0,0,Neutral
4744,Money Control,oil,24.02.2016,"Meanwhile, Iran made clear it has no interest in restraining its production after international sanctions against it were lifted in January, calling a joint Russian/Saudi proposal for major exporters to freeze output ""laughable.""",-0.084375,0.470833333,Negative
4747,Money Control,oil,23.02.2016,Brent oil futures turn higher on hopes for OPEC production deal,0.25,0.5,Positive
4752,Money Control,oil,23.02.2016,"Key oil exporters, led by Saudi Arabia and Russia, have proposed to freeze output at January levels, but only if others joined in. While Iran, now free of international sanctions that hurt its oil trade, has welcomed the move, the country has stopped short of pledging to act itself. It is thus unclear whether the freeze will actually happen.",0.066666667,0.533333333,Positive
4756,Money Control,oil,22.02.2016,"Oil prices surge 6%, WTI climbs above $33 on upbeat shale outlook",0,0.1,Neutral
4761,Money Control,oil,22.02.2016,"At Multi Commodity Exchange, crude oil for delivery in March month contract was trading higher by Rs 36, or 1.63 percent, to Rs 2,239 per barrel, in a business turnover of 4,111 lots.",-0.225,0.75,Negative
4762,Money Control,oil,22.02.2016,"US West Texas Intermediate (WTI) crude futures were trading at USD 29.90 per barrel at 0213 GMT, up 26 cents from their last settlement. International benchmark Brent was up 34 cents at USD 33.35 per barrel. Both contracts fell almost 4 percent on Friday.",-0.233333333,0.355555556,Negative
4764,Money Control,oil,22.02.2016,"Oil prices have crashed 70 percent in the past 20 months, driven by near-record production by the Organization of the Petroleum Exporting Countries (OPEC) and other producers, mainly Russia.",-0.069444444,0.319444444,Negative
4766,Money Control,oil,20.02.2016,"A slide in the US equity markets, which have for weeks been trading in tandem with oil, also weighed on crude, traders said.",-0.7,1,Negative
4767,Money Control,oil,19.02.2016,Oil prices had risen by more than 14 percent earlier in the week on Saudi Arabia and Russia's agreement to freeze output at January levels.,0.25,0.5,Positive
4774,Money Control,oil,19.02.2016,"As oil markets rebounded from 12-year lows this week, US shale companies - for the first time in months - started inquiring and placing new hedges for the next few years, according to three market sources familiar with money flows.",0.112272727,0.277575758,Positive
4775,Money Control,oil,19.02.2016,"US crude had slipped 30 cents to USD30.47 a barrel by 0016 GMT, after settling up 11 cents in the previous session.",-0.433333333,0.583333333,Negative
4777,Money Control,oil,18.02.2016,WTI oil futures off the highs after weekly stockpile data,0,0,Neutral
4778,Money Control,oil,18.02.2016,"Brent rose 60 cents to USD 35.10 a barrel by 1248 GMT, having closed 7.2 percent higher in the previous session. US crude gained 65 cents to USD 31.31.",-0.023333333,0.543333333,Negative
4783,Money Control,oil,18.02.2016,"At Multi Commodity Exchange, crude oil for delivery in February advanced Rs 24, or 1.14 percent, to Rs 2,138 per barrel, in a business turnover of 2,114 lots.",-0.15,0.8,Negative
4785,Money Control,oil,18.02.2016,"Brent futures added 32 cents to USD 34.82 a barrel by 0144 GMT, after surging 7.2 percent in the previous session to close up USD 2.32.",-0.166666667,0.166666667,Negative
4787,Money Control,oil,18.02.2016,"Equities were also trading higher on Wall Street for the third straight session, with the Dow up 1.3 percent approaching midday.",0.1125,0.225,Positive
4790,Money Control,oil,17.02.2016,Oil prices under pressure ahead of OPEC-Iran meeting,0,0,Neutral
4791,Money Control,oil,17.02.2016,"At the Multi Commodity Exchange, crude oil for delivery in March was trading higher by Rs 25, or 1.16 percent, to Rs 2,172 per barrel, in a business turnover of 1,596 lots.",-0.225,0.75,Negative
4793,Money Control,oil,17.02.2016,"Stocks rallied hard Tuesday, with the S&P 500 up 1.7 percent to 1,895, and the Dow up 1.4 percent to 16,196.",-0.291666667,0.541666667,Negative
4794,Money Control,oil,17.02.2016,"At around 0330 GMT, US benchmark West Texas Intermediate for March delivery was 18 cents, or 0.62 percent, higher at USD 29.22 and Brent for April was 33 cents, or 1.03 percent, higher at USD 32.51.",0.25,0.5,Positive
4796,Money Control,oil,17.02.2016,"US crude had risen 24 cents to USD29.28 a barrel by 0033 GMT, after ending the previous session down 40 cents.",-0.340740741,0.485185185,Negative
4797,Money Control,oil,16.02.2016,Prices of crude oil today gave back most gains after top oil exporters Saudi Arabia and Russia today agreed to freeze oil output at current levels.,0.06,0.48,Positive
4800,Money Control,oil,16.02.2016,Oil pares gains as experts question further action on production cuts,0.05,0.3,Positive
4802,Money Control,oil,16.02.2016,"Speaking to CNBC-TV18, Virendra Chauhan, oil analyst at Energy Aspects says that Iran is unlikely to join list of countries that have frozen production.",-0.5,0.5,Negative
4803,Money Control,oil,16.02.2016,"Oil off the highs after Saudi Arabia, Russia meeting disappoints",0,0,Neutral
4804,Money Control,oil,16.02.2016,"The large producers met in Doha, Qatar, to discuss measures to tackle a supply glut that's sent prices to 13-year-lows.",0.214285714,0.428571429,Positive
4807,Money Control,oil,16.02.2016,"Oil soars 6% as Saudi, Russian oil ministers set for Doha meeting",0,0,Neutral
4808,Money Control,oil,16.02.2016,"At the Multi Commodity Exchange, crude oil for delivery in March month contracts was trading higher by Rs 74 or 3.36 percent at Rs 2,276 per barrel with a business turnover of 815 lots.",-0.225,0.75,Negative
4812,Money Control,oil,16.02.2016,"US crude was up USD1.43 at USD30.87 by 0330 GMT as the market reopened following a shortened holiday session. The contract rose by as much as USD1.50, or 5.1 percent, to USD30.94, the highest since February 8, building on Friday's more than 12 percent surge.",0.12,0.55,Positive
4813,Money Control,oil,16.02.2016,"The talks in the Qatari capital Doha, which had been kept under wraps until recent days, involve powerful Saudi Oil Minister Ali al-Naimi and his Russian counterpart Alexander Novak, sources said, two figures who must reach an accord for any coordinated global action to hold any hope of success.",0.116666667,0.225,Positive
4815,Money Control,oil,15.02.2016,Oil prices build on Friday's rally as OPEC rumors continue to swirl,0,0,Neutral
4820,Money Control,oil,15.02.2016,"Crude oil for delivery this month was trading lower by Rs 6, or 0.30 percent, at Rs 2,000 per barrel, with a business volume of 8,086 lots at the Multi Commodity Exchange (MCX).",-0.7,1,Negative
4821,Money Control,oil,15.02.2016,But the market held most of its gains of more than 10 percent from Friday that came amid renewed talk that the Organization of the Petroleum Exporting Countries (OPEC) might finally agree to cut output to reduce a world glut.,0.333333333,0.666666667,Positive
4822,Money Control,oil,15.02.2016,"According to Angel Commodities, Crude oil prices are expected to trade lower today.",-0.4,0.7,Negative
4825,Money Control,oil,15.02.2016,Crude oil futures - weekly outlook: February 15 - 19,-0.7,1,Negative
4827,Money Control,oil,13.02.2016,The agency quoted the company's top executive Bakheet al-Rashidi as saying prices could reach the range of USD 60 to USD 80 a barrel in three years' time.,0.5,0.5,Positive
4828,Money Control,oil,13.02.2016,"Global oil prices surged as much as 12 percent on Friday after a report once again suggested OPEC might finally agree to cut production to reduce the world glut, while a bounce in stock markets fed appetite for risk.",0.066666667,0.4,Positive
4829,Money Control,oil,12.02.2016,Oil futures rally over 5% amid output cut rumors,0,0,Neutral
4835,Money Control,oil,11.02.2016,Oil prices flirt with 13-year lows in risk-off trade,0,0,Neutral
4837,Money Control,oil,11.02.2016,"In a sign that producers are still competing for market share by lowering prices, Iran offered its crude to Asia at a discount to rival OPEC producer Saudi Arabia.",-0.7,1,Negative
4842,Money Control,oil,11.02.2016,"US West Texas Intermediate (WTI) crude futures were at USD 26.96 per barrel, down 49 cents and within a dollar of the USD 26.19 a barrel 2003 low from January.",-0.285185185,0.52962963,Negative
4852,Money Control,oil,09.02.2016,US benchmark West Texas Intermediate for March delivery added 46 cents to USD 30.15 a barrel compared with Monday's close.,0,0,Neutral
4853,Money Control,oil,09.02.2016,Oil falls back below $30 after bearish IEA monthly report,0,0,Neutral
4855,Money Control,oil,09.02.2016,IEA warns oil glut will worsen this year,0,0,Neutral
4857,Money Control,oil,09.02.2016,"Crude oil prices have spiralled lower in January with what the IEA called ""brimming stockpiles"" pushing global benchmarks below USD 30 a barrel. On Tuesday, Brent crude for April delivery was trading at USD 32.80 a barrel and US crude was at USD 29.93, showing little let-up for prices.",-0.4575,0.7,Negative
4861,Money Control,oil,09.02.2016,"US crude was up 49 cents at USD 30.18 a barrel at 0259 GMT, after rising as far as USD 30.30. The contract fell about 4 percent on Monday, finishing at USD 29.69.",-0.3,1,Negative
4869,Money Control,oil,08.02.2016,"Brent crude futures, the global benchmark was down 9 cents at USD 33.97 at 0039 GMT. They fell 40 cents to USD 34.06 a barrel on Friday.",-0.285185185,0.42962963,Negative
4871,Money Control,oil,07.02.2016,Crude oil futures - weekly outlook: February 8 - 12,-0.7,1,Negative
4874,Money Control,oil,05.02.2016,"According to Sushil Finance, crude oil prices is expected to trade positive on the back Comments by Russia's foreign minister.",-0.139545455,0.414090909,Negative
4878,Money Control,oil,05.02.2016,"Singapore, Feb 5 (AFP) Crude prices rose today as a weaker
US dollar offset concerns over a global supply glut and
diminishing hopes of a near-term deal by major petroleum
producers to cut output.",-0.009375,0.6125,Negative
4879,Money Control,oil,05.02.2016,"US crude futures were trading at USD 31.73 per barrel at 0023 GMT, virtually unchanged from the previous close, and traders said liquidity was low due to the Lunar New Year holiday which will last for most of next week.",-0.044412879,0.357859848,Negative
4887,Money Control,oil,04.02.2016,"Traders brushed aside bearish data showing another increase in US commercial crude inventories, but analysts said any rally in a market awash with barrels of oil is bound to be short-lived.",-0.233333333,0.366666667,Negative
4889,Money Control,oil,04.02.2016,"US crude futures were trading at USD 32.68 per barrel at 0119 GMT on Thursday, up 40 cents from the previous session's close when they rallied 8 percent from below USD 30 per barrel.",-0.433333333,0.583333333,Negative
4898,Money Control,oil,03.02.2016,"Brent for April delivery had dropped 25 cents to USD 32.47 a barrel as of 0204 GMT (9:04 AM EDT), after settling down USD 1.52, or 4.4 percent.",-0.155555556,0.288888889,Negative
4905,Money Control,oil,02.02.2016,Oil prices fall 2% to hit 1-week low amid supply glut concerns,0,0.3,Neutral
4909,Money Control,oil,02.02.2016,"West Texas Intermediate crude tumbled around 5 percent in late morning trade to under USD 32 per barrel, as hopes for a deal among OPEC countries and Russia to reduce output dwindled.",-0.5,0.8,Negative
4910,Money Control,oil,02.02.2016,"The front month contract for West Texas Intermediate (WTI) was down 49 cents at USD 31.13 as after falling USD 2.00, or 5.9 percent, in the previous session.",-0.161111111,0.227777778,Negative
4912,Money Control,oil,02.02.2016,"Iraq exported an average of 3.28 million barrels per day in January, up from 3.21 million in December, but monthly revenue fell from USD 2.92 billion to USD 2.26 billion, the ministry said in a statement.",-0.15,0.4,Negative
4914,Money Control,oil,01.02.2016,Oil prices sink 4% amid skepticism over global supply cuts,0,0,Neutral
4915,Money Control,oil,01.02.2016,"China's manufacturing sector contracted at the fastest pace since 2012 in January, adding to worries about demand from the world's second-biggest economy at a time when the market is already weighed down by a large supply overhang.",0.029365079,0.358730159,Positive
4919,Money Control,oil,01.02.2016,"Front-month Brent crude was trading at USD 35.54 per barrel at 0157 GMT, down 45 cents, or 1.25 percent, from the last close. US West Texas Intermediate was down 35 cents at USD 33.27 a barrel.",-0.252777778,0.411111111,Negative
4920,Money Control,oil,01.02.2016,The global rout of oil prices is taking its toll on the kingdom's bottom line. The country has been forced to cut government spending in its upcoming budget and increase production of crude oil‚Äîeven though its hardly worth pulling it out of the ground.,-0.175,0.325,Negative
4921,Money Control,oil,31.01.2016,Crude oil futures - weekly outlook: February 1 - 5,-0.7,1,Negative
4922,Money Control,oil,30.01.2016,"The survey of 29 economists and analysts forecast benchmark North Sea Brent crude will average USD 42.5 a barrel, down USD 10 from last month's poll.",-0.251388889,0.438888889,Negative
4929,Money Control,oil,29.01.2016,Brent futures have jumped over 25 percent since their January low and are heading for their fourth straight session of gains.,0.066666667,0.233333333,Positive
4936,Money Control,oil,28.01.2016,"Prices had closed higher over the past two trading days, buoyed by hopes that planned economic stimulus measures in the eurozone and Japan will bolster demand, but analysts said any rally is unlikely to be supported because of the supply glut.",-0.08,0.31,Negative
4937,Money Control,oil,28.01.2016,"In its latest Commodity Markets Outlook released yesterday, the World Bank lowered the forecast of crude oil from USD 51 per barrel in its October projections to USD 37 per barrel.",-0.1,0.95,Negative
4938,Money Control,oil,28.01.2016,"Ed Morse was one of the first analysts to correctly forecast oil falling into the USD 20s, and he sees three reasons why it could push even lower than US crude's intraday low of USD 26.19 last week.",-0.1125,0.425,Negative
4940,Money Control,oil,28.01.2016,"US crude had declined 33 cents to USD 31.97 a barrel by 0112 GMT. It settled the previous session up 85 cents at USD 32.30 a barrel, a 2.7-percent gain.",-0.433333333,0.583333333,Negative
4944,Money Control,oil,27.01.2016,"Crude oil in 2016 is projected to come in at USD 37 a barrel, down from its October estimate of USD 51, the World Bank said in a new quarterly report.",-0.23973064,0.581144781,Negative
4947,Money Control,oil,27.01.2016,WTI oil futures fall back towards $30 ahead of weekly supply report,0,0,Neutral
4953,Money Control,oil,26.01.2016,"Meanwhile, Iraq may raise output further this year, reaching levels as high as 4 million barrels per day (bpd) from the country's south, a senior Iraqi oil official said. Current production has been around 3.7-3.8 million bpd",0.053333333,0.48,Positive
4957,Money Control,oil,25.01.2016,Oil prices tumble 3% as focus shifts back to global supply glut,0,0,Neutral
4958,Money Control,oil,25.01.2016,"Oil prices fell 3 percent on Monday as Iraq announced record-high oil production feeding into a heavily oversupplied market, wiping out much of the gains made in one of the biggest-ever daily rallies last week.",0,0.191666667,Neutral
4960,Money Control,oil,25.01.2016,Oil resumes decline as massive short squeeze rally ends,0,0.65,Neutral
4961,Money Control,oil,25.01.2016,"Prices ended on a buoyant note Friday, with the US benchmark West Texas Intermediate (WTI) for March delivery soaring nine percent to USD 32.19 a barrel, while Brent soared 10 percent to USD 32.18.",0,0,Neutral
4962,Money Control,oil,25.01.2016,"Geofin Comtrade has come out with its report on agricultural commodities. The research firm has recommended to buy Refined Soy oil, CPO on dips, Cocudakl on pullbacks in its research report dated Jan 25, 2016.",-0.2,0.4,Negative
4968,Money Control,oil,25.01.2016,"Oil prices surged 10 percent on Friday, one of the biggest daily rallies ever, as bearish traders who had taken out record short positions scrambled to close them, betting the market's long rout may finally be over.",-0.0125,0.425,Negative
4969,Money Control,oil,24.01.2016,Crude oil futures - weekly outlook: January 25 - 29,-0.7,1,Negative
4970,Money Control,oil,23.01.2016,"The sharp downward move Wednesday, which at one point dragged the Dow Jones Industrial Average lower by more than 550 points, has been called by at least one market strategist a ""mirage."" Oil industry sources agreed the activity was somewhat unusual",0.025,0.61,Positive
4972,Money Control,oil,22.01.2016,"Crude futures were poised for their first weekly gain this year, but analysts said there had been no shift in the fundamental backdrop of supply that far exceeds demand and swelling inventories of unwanted oil and oil products.",-0.116666667,0.777777778,Negative
4973,Money Control,oil,22.01.2016,"The rating agency estimates crude oil prices to average USD 33 per barrel in 2016, USD 10 lower than its previous estimate and expects rates rising by USD 5 a barrel each in 2017 and 2018.",-0.338888889,0.522222222,Negative
4974,Money Control,oil,22.01.2016,"While crude futures on both sides of the Atlantic were poised for their first weekly gain this year, analysts cautioned that the bounce in prices could be driven by sentiment given soaring inventories amid persistent overproduction.",-0.225,0.666666667,Negative
4976,Money Control,oil,22.01.2016,"prices are expected to trade sideways today However, Iran's return to the oil market this month has added to worries, after the lifting of international sanctions. Says Angel Commodities",-0.05,0.2,Negative
4978,Money Control,oil,22.01.2016,"Oilfield services giant Schlumberger was the latest casualty from the oil crash, posting its first quarterly loss in 12 years, prompting the company to cut another 10,000 jobs and initiate share buybacks, the company said on Thursday.",0.25,0.744444444,Positive
4983,Money Control,oil,21.01.2016,U.S. oil futures push higher in choppy trade after weekly supply data,0.025,0.35,Positive
4987,Money Control,oil,21.01.2016,WTI oil futures dip below $28 ahead of weekly supply report,0,0,Neutral
4991,Money Control,oil,21.01.2016,"US oil futures crashed below USD 27 dollars a barrel on Wednesday for the first time since 2003, caught in a broad slump across world financial markets as traders worried that a huge oversupply in oil was coinciding with an economic slowdown, especially in China.",0.152083333,0.457638889,Positive
4996,Money Control,oil,20.01.2016,WTI oil prices sink to lowest since September 2003 on glut concerns,0,0,Neutral
4998,Money Control,oil,20.01.2016,"West Texas Intermediate (WTI), the US benchmark, struck a low of USD 27.92 a barrel at one point before recovering. It was trading at USD 28.15, down 31 cents, or 1.09 percent, at around 0240 GMT.",-0.077777778,0.294444444,Negative
5000,Money Control,oil,20.01.2016,"That came as the International Energy Agency, which advises industrialized countries on energy policy, warned on Tuesday that oil markets could ""drown in oversupply"".",0,0,Neutral
5001,Money Control,oil,19.01.2016,"Speaking to CNBC-TV18ës Meneka Doshi Dan Yergin, Chairman, IHS Cambridge Energy Research Associates says oil prices are expected to remain low for atleast this quarter and the next.",-0.033333333,0.233333333,Negative
5003,Money Control,oil,19.01.2016,"According to Sushil Finance, expect crude oil prices to trade negative on the back of up lift of Iranës sanctions and global supply glut.",-0.25,0.35,Negative
5004,Money Control,oil,19.01.2016,"Crude has been on a downward spiral for the last 1-1/2 years, losing 75 percent of its value, but the latest spin towards the plughole late last year has sucked stocks down with it.",-0.109259259,0.487037037,Negative
5005,Money Control,oil,19.01.2016,"This unfortunate group sells some physical crude cargoes at prices that are closer to USD 10 a barrel, thanks to an abundance of the ""sour"" grades they produce and a consumer base that favors higher-quality ""light"" oils from other origins.",-0.209375,0.564732143,Negative
5007,Money Control,oil,19.01.2016,"Oil prices had briefly stabilized in the previous session, but only after hitting the lowest since 2003 as western sanctions against Iran were lifted, allowing the country with the world's fourth-largest oil and gas reserves to return in full to the market.",0.036666667,0.41,Positive
5009,Money Control,oil,18.01.2016,"""As the sanctions have been lifted, Iran is free to sell its crude to whoever it wants and they are planning to target Europe, where they have completely lost market share,"" Mriganka Jaipuriyar of Platts said.",2.08E-17,0.575,Positive
5016,Money Control,oil,18.01.2016,"This means that the OPEC member will now be able to export oil, sending a wave of fear across the already weak markets which have been plagued by an energy supply surplus.",0.0625,0.625,Positive
5017,Money Control,oil,18.01.2016,"On Saturday, the UN nuclear watchdog said Tehran had met its commitments to curtail its nuclear program, and the United States immediately revoked sanctions that had slashed the OPEC member's oil exports by around 2 million barrels per day (bpd) since their pre-sanctions 2011 peak to little more than 1 million bpd.",0.15625,0.5,Positive
5020,Money Control,oil,16.01.2016,"The March Brent contract was down USD 1.77, or 6.25 percent, at USD 28.96 a barrel, having fallen as low as USD 28.82, the weakest level since February, 2004.",-0.077777778,0.294444444,Negative
5021,Money Control,oil,15.01.2016,Brent is currently around 54 percent lower than its 2015 high while WTI is off around 48 percent from its peak last year,0.053333333,0.335555556,Positive
5022,Money Control,oil,15.01.2016,"US crude futures were down by more than 4.5 percent at USD 29.67 per barrel at 1219 GMT, after posting their first significant gains for 2016 in the previous session. The contract hit USD 29.39, their lowest since November 2003",0.01712963,0.527314815,Positive
5023,Money Control,oil,15.01.2016,"Miswin Mahesh of Barclays says all negatives are already priced in, so this leg of volatility is just stretching of imagination for those who are shorting. In such a scenario it is very difficult to call a bottom, he adds",-0.325,0.75,Negative
5025,Money Control,oil,15.01.2016,Oil drops to fresh 12-year lows as glut concerns worsen,0.3,0.5,Positive
5026,Money Control,oil,15.01.2016,"Brent and US crude oil were on track to close lower for a third consecutive week, down roughly 20 percent from their 2016 highs.",-0.238888889,0.422222222,Negative
5032,Money Control,oil,15.01.2016,"West Texas Intermediate (WTI) was down 33 cents at USD 30.87 a barrel at 0103 GMT (2003 EDT). On Thursday the contract rose 72 cents, or 2.4 percent, to settle at USD 31.20. It hit a 12-year low of USD 29.93 earlier this week.",0.111111111,0.509722222,Positive
5035,Money Control,oil,14.01.2016,"With our economy just getting back on its feet from the global 2008 financial crisis, timing could not be worse, especially in an election year",-0.08,0.32,Negative
5036,Money Control,oil,14.01.2016,"Oil prices, already at 12-year lows, extended their decline in Asian hours, with both US WTI around USD 30.50 a barrel while Brent crude has plunged to a fresh 12-year low below USD 30 a barrel.",-0.1,0.45,Negative
5039,Money Control,oil,13.01.2016,Oil futures erase gains after bearish U.S. supply data,0,0,Neutral
5042,Money Control,oil,13.01.2016,WTI oil futures jump above $31 ahead of weekly supply report,0,0.1,Neutral
5044,Money Control,oil,13.01.2016,"The rise in crude oil futures was largely in tune with the rebound in its prices in Asian trade on Wednesday, halting a plunge that saw fall below USD 30 a barrel for the first time in more than 12 years but analysts warned of further pressure on the commodity.",0.044047619,0.46031746,Positive
5046,Money Control,oil,13.01.2016,"US West Texas Intermediate crude (WTI) was up 44 cents at USD 30.88 a barrel at 0144 GMT. On Tuesday, it fell 97 cents to close at USD 30.44 a barrel, after touching a low of USD 29.93, which was last seen in December 2003.",-0.05,0.466666667,Negative
5048,Money Control,oil,12.01.2016,"Speaking to CNBC-TV18, Bruno Verstraete, Partner, Lakefield Partners says some sense of calm will come in once oil touches USD 30 per barrel.",0.3,0.75,Positive
5049,Money Control,oil,12.01.2016,Oil prices drop to $30 as collapse continues,0,0,Neutral
5051,Money Control,oil,12.01.2016,"US crude West Texas Intermediate (WTI) CLc1 were trading at USD 31.34 per barrel at 0805 GMT on Tuesday, down 7 cents from their last settlement and almost 19 percent lower than at the beginning of the year. WTI has shed over 70 percent in value since the downturn began in mid-2014.",-0.285185185,0.451851852,Negative
5053,Money Control,oil,12.01.2016,"David Lennox, Analyst, Fat Prophets, says crude prices will remain volatile until no cuts are announced from major producing nations, from Organization of the Petroleum Exporting Countries (OPEC) or any of the major companies in Saudi and US.",-0.191666667,0.666666667,Negative
